,group_1.0,group_1.1,group_1.2,group_2.0,group_2.1,group_2.2,group_2.3,group_3.0,group_3.1,group_3.2,group_4.0,group_4.1,group_4.2
0,62.46778,62.556137,62.445694,62.224842,61.827423,62.578228,62.66659,253.05576,252.95404,253.03033,63.285343,59.512016,43.87471
1,62.46778,62.556137,62.445694,62.224842,61.827423,62.578228,62.66659,253.05576,252.95404,253.03033,63.285343,59.512016,43.87471
2,62.31318,62.224842,62.51196,61.981956,61.95988,62.777058,62.578228,253.0049,252.87775,252.95404,62.953823,59.644196,44.026722
3,62.46778,62.51196,62.40152,62.048195,61.78327,62.51196,62.136513,253.05576,252.9286,253.03033,59.666225,63.4843,40.990547
4,62.40152,62.556137,62.35735,62.18068,61.89365,62.578228,62.445694,253.05576,252.9286,253.03033,61.981956,58.433178,46.548832
5,62.578228,62.291096,62.423607,62.070274,61.981956,62.6445,62.688683,253.03033,252.90318,252.97948,63.61696,59.137604,44.265636
6,62.31318,62.335262,62.6445,62.092354,61.95988,62.6445,62.62241,253.05576,252.95404,253.03033,63.373764,59.864525,43.722725
7,62.489872,62.246925,62.51196,62.136513,61.981956,62.688683,62.423607,253.05576,252.9286,253.03033,63.462193,59.137604,44.243916
8,62.31318,62.423607,62.6445,62.158596,61.95988,62.6445,62.821247,253.03033,252.9286,252.95404,63.373764,59.952667,43.049885
9,62.556137,62.423607,62.31318,62.092354,61.9378,62.688683,62.578228,253.03033,252.9286,253.0049,63.32955,59.335808,44.265636
10,62.291096,62.578228,62.51196,62.158596,61.95988,62.556137,62.66659,253.05576,252.9286,253.03033,63.39587,59.42391,44.374252
11,62.489872,62.489872,62.335262,62.18068,61.95988,62.66659,62.688683,253.03033,252.9286,253.0049,63.39587,59.48999,44.113594
12,62.51196,62.66659,62.31318,62.114433,62.004036,62.688683,62.578228,253.05576,252.95404,253.03033,63.838093,58.455185,44.96096
13,62.489872,62.246925,62.60032,62.158596,61.95988,62.578228,62.62241,253.03033,252.95404,253.03033,64.01503,58.807346,44.439426
14,62.31318,62.51196,62.40152,62.092354,61.981956,62.578228,62.51196,253.03033,252.9286,253.03033,63.39587,59.31378,44.28736
15,62.777058,62.489872,62.158596,62.048195,61.95988,62.60032,62.578228,253.0049,252.90318,253.0049,63.57274,58.785336,44.808823
16,62.523033,62.412567,62.40155,62.059235,61.937805,62.567184,62.62241,253.03033,252.9159,253.01761,63.57274,58.9945,44.580673
17,62.26901,62.335262,62.6445,62.070274,61.915726,62.53405,62.66659,253.05576,252.9286,253.03033,63.57274,59.203667,44.352528
18,62.423607,62.53405,62.335262,62.335262,61.871574,62.66659,62.66659,253.0049,252.87775,252.97948,63.72752,59.512016,44.026722
19,62.39048,62.545094,62.412567,62.235886,61.827423,62.57823,62.57823,253.01761,252.89047,252.99219,63.373817,59.68827,43.809593
20,62.35735,62.556137,62.489872,62.136513,61.78327,62.489872,62.489872,253.03033,252.90318,253.0049,63.02012,59.864525,43.592464
21,62.66659,62.445694,62.379436,62.20276,61.9378,62.66659,62.66659,253.05576,252.9286,253.0049,62.93173,59.88656,43.831284
22,62.456757,62.611374,62.346306,62.114437,61.89365,62.633453,62.478844,253.06848,252.9286,253.01761,63.351738,59.743347,44.40699
23,62.246925,62.777058,62.31318,62.026115,61.8495,62.60032,62.291096,253.08119,252.9286,253.03033,63.771748,59.600132,44.982697
24,62.489872,62.224842,62.53405,62.31318,61.981956,62.51196,62.423607,253.05576,252.9286,253.03033,63.661182,58.961456,44.4177
25,62.412567,62.280052,62.556137,62.213806,61.981956,62.51196,62.511963,253.05576,252.9159,253.03033,63.429054,59.24775,44.037647
26,62.335262,62.335262,62.578228,62.114433,61.981956,62.51196,62.60032,253.05576,252.90318,253.03033,63.196926,59.534046,43.657593
27,62.62241,62.246925,62.51196,62.136513,61.95988,62.556137,62.60032,253.03033,252.90318,252.97948,64.01503,58.631252,44.265636
28,62.611366,62.423622,62.412567,62.18068,61.970917,62.545094,62.611366,253.04305,252.9159,253.00491,63.705452,58.97252,44.254776
29,62.60032,62.60032,62.31318,62.224842,61.981956,62.53405,62.62241,253.05576,252.9286,253.03033,63.39587,59.31378,44.243916
30,62.511963,62.60032,62.31318,62.19172,61.926765,62.567184,62.60032,253.03033,252.9286,253.03033,63.38482,59.13762,44.167896
31,62.423607,62.60032,62.31318,62.158596,61.871574,62.60032,62.578228,253.03033,252.9286,253.01761,63.373764,58.961456,44.091877
32,62.53405,62.379436,62.40152,61.95988,61.95988,62.379436,62.66659,253.03033,252.9286,253.0049,64.43538,59.864525,42.876316
33,62.55614,62.41625,62.349987,62.00404,61.96724,62.430973,62.63714,253.03033,252.9286,253.01761,64.081505,59.864525,43.23083
34,62.578228,62.45306,62.29846,62.048195,61.974598,62.482513,62.60768,253.03033,252.9286,253.03033,63.727634,59.864525,43.585342
35,62.60032,62.489872,62.246925,62.092354,61.981956,62.53405,62.578228,253.00491,252.9159,253.00491,63.373764,59.864525,43.939857
36,62.335262,62.6445,62.31318,61.981956,61.739124,62.60032,62.136513,252.97948,252.90318,252.97948,63.61696,59.159626,44.091877
37,62.372074,62.592957,62.291096,62.026115,61.81271,62.54878,62.26166,253.00491,252.9159,252.99219,63.359085,59.26975,44.128075
38,62.408882,62.541416,62.26901,62.070274,61.886295,62.497234,62.38681,253.03033,252.9286,253.0049,63.101215,59.379868,44.164276
39,62.445694,62.489872,62.246925,62.114433,61.95988,62.445694,62.51196,253.01761,252.90317,252.99219,62.84334,59.48999,44.200474
40,62.379436,62.710777,62.136513,62.048195,61.95988,62.62241,62.489872,253.0049,252.87775,252.97948,63.307446,59.666225,43.635883
41,62.36471,62.644505,62.2543,62.077633,62.018757,62.60032,62.563507,253.01761,252.89047,252.99219,63.24114,59.732327,43.64312
42,62.349987,62.57823,62.372086,62.107075,62.077637,62.578228,62.637142,253.03033,252.90318,253.0049,63.174828,59.798424,43.650356
43,62.335262,62.51196,62.489872,62.136513,62.136513,62.556137,62.710777,253.04305,252.92862,253.01761,63.10852,59.864525,43.657593
44,62.335262,62.799152,62.136513,62.070274,61.915726,62.60032,62.423607,253.05576,252.95404,253.03033,62.887558,59.95267,43.71187
45,62.349987,62.76233,62.1954,62.077633,61.908367,62.570866,62.416245,253.04305,252.92862,253.01761,62.66659,60.040817,43.766148
46,62.36471,62.725506,62.25429,62.084995,61.90101,62.541412,62.408882,253.03033,252.90318,253.0049,62.94281,59.776417,43.939873
47,62.379436,62.688683,62.31318,62.092354,61.89365,62.51196,62.40152,253.03033,252.95404,253.0049,63.21903,59.512016,44.113594
48,62.445698,62.58928,62.346306,62.092354,61.948845,62.545094,62.45674,253.03033,253.0049,253.0049,63.39588,59.192703,44.265648
49,62.51196,62.489872,62.379436,62.092354,62.004036,62.578228,62.51196,253.03033,252.99219,253.0049,63.57274,58.87339,44.4177
50,62.500916,62.500916,62.35735,62.114433,61.992996,62.53405,62.269035,253.03033,252.97948,253.0049,63.65013,59.192703,44.08107
51,62.489872,62.51196,62.335262,62.136513,61.981956,62.489872,62.026115,253.05577,252.99643,253.0049,63.72752,59.512016,43.744434
52,62.412567,62.51196,62.456745,62.136513,61.926765,62.53405,62.169647,253.08119,253.01338,253.0049,63.65013,59.335823,44.005035
53,62.335262,62.51196,62.578228,62.136513,61.871574,62.578228,62.31318,253.10663,253.03033,253.0049,63.57274,59.159626,44.265636
54,62.379433,62.51196,62.46779,62.147552,61.915726,62.62241,62.423615,253.08119,253.01761,253.01761,63.35168,59.37988,44.14618
55,62.423607,62.51196,62.35735,62.158596,61.95988,62.66659,62.53405,253.05576,253.0049,253.03033,63.130623,59.600132,44.026722
56,62.578228,62.46778,62.335262,62.048195,62.224842,62.51196,62.754963,253.10663,253.0049,253.0049,63.373764,60.74629,42.008892
57,62.46778,62.489872,62.26901,62.004036,62.114433,62.66659,62.62241,253.08119,252.97948,253.0049,63.705406,59.159626,44.352528
58,62.335262,62.379436,62.556137,62.158596,61.95988,62.578228,62.66659,253.13205,253.0049,253.0049,63.373764,59.512016,43.570755
59,62.423607,62.445694,62.423607,62.070274,61.981956,62.688683,62.20276,253.10663,253.0049,253.0049,63.39587,59.137604,44.548058
60,62.445694,62.556137,62.31318,62.048195,61.95988,62.53405,62.51196,253.10663,253.03033,253.03033,61.981956,59.137604,45.504494
61,62.688683,62.578228,62.048195,62.048195,61.69498,62.51196,61.95988,253.10663,252.97948,252.97948,63.39587,59.137604,44.982697
62,62.556137,62.578228,62.246925,62.026115,61.827423,62.60032,62.556137,253.03033,253.0049,253.0049,61.099194,61.27569,42.355778
63,62.335262,62.777058,62.224842,62.092354,61.95988,62.60032,62.66659,253.03033,253.03033,253.0049,63.4843,59.093563,44.352528
64,62.31318,62.423607,62.31318,62.070274,61.78327,62.688683,62.489872,253.03033,253.03033,253.03033,63.39587,59.137604,44.63497
65,62.489872,62.40152,62.335262,62.158596,61.628765,62.489872,62.46778,253.0049,252.97948,253.05576,63.55063,59.335808,44.091877
66,62.66659,62.246925,62.423607,62.004036,62.092354,62.66659,62.688683,253.10663,252.97948,253.08119,63.373764,59.335808,44.026722
67,62.423607,62.489872,62.445694,62.048195,61.95988,62.556137,62.423607,253.10663,252.97948,253.08119,64.811615,56.32262,48.29163
68,62.335262,62.423607,62.46778,61.981956,61.871574,62.60032,62.379436,253.08119,252.97948,253.05576,62.865437,59.842487,43.896427
69,62.66659,62.35735,62.335262,62.004036,61.89365,62.60032,62.445694,253.13205,252.97948,253.10663,66.9387,55.18111,47.92105
70,62.379436,62.51196,62.26901,62.092354,61.9378,62.578228,62.60032,253.08119,252.97948,253.05576,63.04222,59.137604,44.070156
71,62.66659,62.31318,62.224842,61.95988,61.717052,62.66659,62.070274,253.10663,252.97948,253.08119,63.04222,59.379856,44.28736
72,62.578228,62.40152,62.335262,62.048195,61.981956,62.688683,62.423607,253.10663,252.97948,253.08119,63.39587,59.159626,44.026722
73,62.246925,62.335262,62.556137,62.004036,61.95988,62.66659,62.66659,253.10663,252.97948,253.15749,63.72752,59.159626,44.265636
74,62.51196,62.578228,62.291096,61.981956,62.004036,62.578228,62.379436,253.10663,252.97948,253.15749,62.688683,59.48999,44.113594
75,62.31318,62.423607,62.445694,62.092354,61.89365,62.489872,62.489872,253.10663,252.97948,253.15749,63.04222,59.137604,45.1566
76,62.66659,62.46778,62.335262,62.114433,61.981956,62.556137,62.688683,253.13205,253.0049,253.18292,59.137604,64.08139,40.29775
77,62.423607,62.423607,62.379436,62.070274,61.95988,62.53405,62.53405,253.13205,253.08119,253.18292,63.57274,59.335808,43.049885
78,62.60032,62.66659,62.20276,62.070274,61.981956,62.489872,62.51196,253.10663,253.08119,253.15749,62.688683,60.371452,43.071583
79,62.335262,62.865437,62.31318,61.981956,62.092354,62.60032,62.754963,253.13205,253.08119,253.15749,63.373764,60.040817,43.570755
80,62.53405,62.578228,62.335262,62.136513,61.89365,62.578228,62.51196,253.13205,253.08119,253.20834,62.777058,59.666225,44.113594
81,62.688683,62.62241,62.114433,62.048195,61.871574,62.53405,62.40152,253.13205,253.10663,253.18292,60.01878,62.66659,41.77047
82,62.489872,62.489872,62.379436,62.092354,61.89365,62.578228,62.73287,253.10663,253.05576,253.13205,63.04222,59.137604,44.982697
83,62.445694,62.51196,62.379436,61.981956,61.7612,62.60032,62.158596,253.10663,253.05576,253.13205,61.606693,61.27569,41.943863
84,62.46778,62.60032,62.31318,62.048195,61.805347,62.66659,62.20276,253.10663,253.08119,253.15749,63.02012,59.864525,43.505634
85,62.335262,62.51196,62.445694,62.136513,61.89365,62.578228,62.60032,253.10663,253.05576,253.15749,63.57274,59.137604,44.439426
86,62.578228,62.6445,62.048195,62.004036,61.981956,62.51196,62.60032,253.13205,253.08119,253.18292,63.285343,59.644196,43.54905
87,62.578228,62.489872,62.31318,62.114433,62.114433,62.31318,62.66659,253.15749,253.05576,253.15749,63.4843,59.688255,42.789543
88,62.60032,62.66659,62.092354,62.556137,61.8495,62.66659,62.35735,253.18292,253.15749,253.15749,62.97592,59.644196,44.113594
89,62.423607,62.51196,62.46778,62.224842,61.95988,62.489872,62.84334,253.23378,253.15749,253.18292,63.39587,58.98347,44.46115
90,62.46778,62.489872,62.40152,62.136513,61.981956,62.489872,62.60032,253.20834,253.15749,253.18292,63.749634,59.137604,43.896427
91,62.60032,62.445694,62.335262,62.246925,61.805347,62.688683,62.048195,253.18292,253.13205,253.15749,63.196926,59.335808,44.113594
92,62.556137,62.46778,62.302135,62.19172,61.882614,62.60032,62.280075,253.18292,253.14478,253.15749,63.47328,59.07158,44.276512
93,62.51196,62.489872,62.26901,62.136513,61.95988,62.51196,62.51196,253.18292,253.15749,253.15749,63.749634,58.807346,44.439426
94,62.445694,62.40152,62.31318,62.136513,61.739124,62.51196,62.31318,253.18292,253.15749,253.15749,63.02012,59.688255,43.310287
95,62.556145,62.35735,62.32422,62.114433,61.860542,62.556137,62.35735,253.18292,253.15749,253.10663,63.241158,59.291832,43.929173
96,62.66659,62.31318,62.335262,62.092354,61.981956,62.60032,62.40152,253.18292,253.15749,253.05576,63.462193,58.895405,44.548058
97,62.46778,62.335262,62.379436,62.092354,61.805347,62.688683,62.40152,253.18292,253.15749,253.08119,63.373764,59.401882,44.222195
98,62.412567,62.346306,62.45674,62.114433,61.893654,62.62241,62.412563,253.18292,253.11934,253.08119,63.550644,59.456947,43.72284
99,62.35735,62.35735,62.53405,62.136513,61.981956,62.556137,62.423607,253.18292,253.08119,253.08119,63.72752,59.512016,43.22348
100,62.40152,62.60032,62.31318,61.981956,61.871574,62.688683,62.335262,253.15749,253.05576,253.05576,62.6445,59.842487,44.28736
101,62.47883,62.58927,62.31318,62.070274,61.915726,62.6445,62.42361,253.18292,253.08119,253.08119,63.020187,59.754356,44.200478
102,62.556137,62.578228,62.31318,62.158596,61.95988,62.60032,62.51196,253.20834,253.10663,253.10663,63.39587,59.666225,44.113594
103,62.379436,62.51196,62.46778,62.158596,61.95988,62.60032,62.777058,253.18292,253.05576,253.08119,63.373764,59.512016,43.744434
104,62.445698,62.51196,62.39048,62.158596,61.970917,62.545097,62.699734,253.19563,253.0939,253.0939,63.373764,59.36885,43.929016
105,62.51196,62.51196,62.31318,62.158596,61.981956,62.489872,62.62241,253.20834,253.13205,253.10663,63.373764,59.22569,44.113594
106,62.37944,62.51196,62.423615,62.158596,61.970917,62.57823,62.71078,253.13205,253.08119,253.10663,63.30745,59.203667,44.178757
107,62.246925,62.51196,62.53405,62.158596,61.95988,62.66659,62.799152,253.14478,253.06848,253.08119,63.241135,59.18165,44.243916
108,62.688683,62.754963,61.95988,62.114433,61.89365,62.62241,62.31318,253.15749,253.05576,253.05576,62.710777,59.842487,44.46115
109,62.633453,62.556156,62.23592,62.125473,61.926765,62.611366,62.489883,253.14478,253.08119,253.0939,62.82125,60.029816,44.02681
110,62.578228,62.35735,62.51196,62.136513,61.95988,62.60032,62.66659,253.13205,253.10663,253.13205,62.93173,60.217144,43.592464
111,62.51196,62.423607,62.335262,62.070274,62.158596,62.73287,62.688683,253.10663,253.05576,253.10663,64.45751,58.851376,44.070156
112,62.423607,62.53405,62.379436,62.026115,61.95988,62.688683,62.62241,253.18292,253.08119,253.08119,62.99802,59.48999,43.657593
113,62.688683,62.489872,61.981956,62.004036,61.981956,62.6445,62.335262,253.05576,252.95404,253.03033,63.373764,59.512016,43.657593
114,62.423607,62.53405,62.445694,62.20276,61.981956,62.688683,62.51196,253.15749,253.05576,253.03033,63.196926,59.688255,43.80957
115,62.423607,62.51196,62.35735,62.070274,62.158596,62.66659,62.66659,253.13205,253.0049,253.08119,59.159626,61.95988,43.071583
116,62.31318,62.335262,62.489872,62.136513,61.871574,62.556137,62.445694,253.10663,252.97948,253.08119,63.79386,59.159626,44.222195
117,62.489872,62.489872,62.335262,62.31318,61.981956,62.489872,62.799152,253.10663,252.97948,253.0049,61.95988,60.944782,43.418808
118,62.754963,62.31318,62.158596,62.136513,61.67291,62.60032,62.31318,253.10663,252.97948,252.97948,63.02012,59.666225,43.831284
119,62.423607,62.489872,62.335262,61.981956,61.89365,62.51196,62.335262,253.05576,252.97948,253.03033,60.569878,60.195103,44.113594
120,62.335262,62.777058,62.136513,62.070274,61.805347,62.60032,62.335262,253.10663,252.9286,253.03033,63.04222,59.996742,43.939857
121,62.412567,62.54512,62.246933,62.114433,61.893654,62.633453,62.412567,253.10663,252.94131,253.01761,62.85441,60.28331,43.32132
122,62.489872,62.31318,62.35735,62.158596,61.981956,62.66659,62.489872,253.10663,252.95404,253.0049,62.66659,60.569878,42.702778
123,62.46778,62.556137,62.224842,62.158596,61.95988,62.51196,62.578228,253.0049,252.90318,253.0049,63.72752,59.18165,43.744434
124,62.48987,62.65555,62.18068,62.136513,61.82743,62.500916,62.35737,253.01761,252.9159,253.04305,63.572746,59.247715,43.994175
125,62.51196,62.754963,62.136513,62.114433,61.69498,62.489872,62.136513,253.03033,252.9286,253.08119,63.417976,59.31378,44.243916
126,62.423607,62.53405,62.31318,62.092354,61.981956,62.578228,62.578228,253.03033,252.90318,253.0049,63.55063,59.159626,44.28736
127,62.556145,62.567184,62.280052,62.147556,61.94884,62.633453,62.578228,253.03033,252.90318,253.04305,63.296425,59.148613,44.54809
128,62.688683,62.60032,62.246925,62.20276,61.915726,62.688683,62.578228,253.03033,252.90318,253.08119,63.04222,59.137604,44.808823
129,62.51196,62.578228,62.224842,62.114433,61.805347,62.53405,62.31318,253.0049,252.90318,253.05576,63.21903,59.137604,43.744434
130,62.545094,62.456745,62.224842,62.092354,61.871574,62.60032,62.423615,253.01761,252.94133,253.08119,63.285343,59.225693,43.972454
131,62.578228,62.335262,62.224842,62.070274,61.9378,62.66659,62.53405,253.03033,252.97948,253.10663,63.351658,59.31378,44.200474
132,62.66659,62.489872,62.158596,62.158596,61.871574,62.53405,62.53405,253.03033,252.9286,253.08119,63.45114,59.357834,43.994164
133,62.500927,62.42361,62.28006,62.158596,61.827423,62.567184,62.556137,253.04305,252.96675,253.0939,63.55063,59.401882,43.787857
134,62.335262,62.35735,62.40152,62.158596,61.78327,62.60032,62.578228,253.05576,253.0049,253.10663,63.72752,59.42391,43.744434
135,62.500927,62.35735,62.30214,62.125473,61.827423,62.567184,62.511963,253.03033,252.9286,253.08119,63.65013,59.10462,44.265762
136,62.66659,62.35735,62.20276,62.092354,61.871574,62.53405,62.445694,253.03033,252.94131,253.08119,63.57274,58.785336,44.78709
137,62.51196,62.62241,62.224842,62.158596,61.95988,62.62241,62.66659,253.03033,252.95404,253.08119,63.04222,59.48999,44.005005
138,62.497234,62.585594,62.254288,62.158596,61.96724,62.60768,62.615047,253.04305,252.94131,253.08119,62.21076,60.379524,43.31796
139,62.482506,62.548775,62.283733,62.158596,61.974598,62.592957,62.563503,253.05576,252.9286,253.08119,61.37929,61.269062,42.63091
140,62.46778,62.51196,62.31318,62.158596,61.981956,62.578228,62.51196,253.05576,252.9286,253.0939,60.54783,62.158596,41.943863
141,62.423607,62.799152,62.136513,62.026115,61.981956,62.777058,62.335262,253.05576,252.9286,253.10663,63.39587,59.115585,44.091877
142,62.423607,62.688694,62.210125,62.070274,61.974598,62.732872,62.39416,253.05576,252.94131,253.10663,63.27062,59.335854,43.93988
143,62.423607,62.57824,62.283737,62.114437,61.96724,62.688686,62.45306,253.05576,252.95404,253.10663,63.14537,59.556118,43.78788
144,62.423607,62.46778,62.35735,62.158596,61.95988,62.6445,62.51196,253.03033,252.92862,253.08119,63.02012,59.776386,43.635883
145,62.35735,62.335262,62.445694,62.092354,61.915726,62.60032,62.53405,253.0049,252.90318,253.05576,63.04222,59.688255,44.026722
146,62.523018,62.500927,62.269024,62.081314,61.904686,62.60032,62.47883,253.01761,252.9159,253.03033,62.86545,59.94168,43.896435
147,62.688683,62.66659,62.092354,62.070274,61.89365,62.60032,62.423607,253.03033,252.9286,253.0049,62.688683,60.195103,43.766148
148,62.51196,62.40152,62.335262,62.158596,61.95988,62.578228,62.60032,253.03033,252.9286,253.0049,64.78948,59.159626,42.355778
149,62.445694,62.423607,62.423607,62.004036,61.78327,62.53405,62.489872,252.97948,252.9286,253.03033,61.981956,61.253624,42.37746
150,62.335262,62.51196,62.31318,61.95988,61.981956,62.66659,62.578228,253.0049,252.9286,252.97948,63.440083,59.31378,44.026722
151,62.66659,62.6445,62.004036,62.048195,61.78327,62.66659,62.31318,253.0049,252.87775,252.97948,63.10852,59.512016,43.939857
152,62.489872,62.335262,62.35735,62.092354,61.981956,62.60032,62.40152,253.03033,252.9286,253.0049,63.57274,59.776386,43.483925
153,62.62241,62.40152,62.379436,62.158596,61.981956,62.62241,62.53405,253.03033,252.9286,253.0049,63.39587,59.48999,43.91814
154,62.865437,62.489872,61.981956,62.092354,61.981956,62.688683,62.423607,253.03033,252.87775,253.0049,63.39587,59.093563,44.439426
155,62.489872,62.445694,62.379436,62.20276,61.981956,62.688683,62.556137,253.03033,252.9286,253.0049,63.992916,59.159626,44.091877
156,62.40152,62.26901,62.423607,62.026115,61.95988,62.688683,62.688683,253.03033,252.90318,253.0049,63.373764,59.864525,43.657593
157,62.18068,62.688683,62.31318,62.114433,61.981956,62.66659,62.46778,253.03033,252.9286,253.0049,63.02012,59.31378,44.46115
158,62.53405,62.423607,62.31318,62.092354,61.915726,62.51196,62.53405,253.03033,252.9286,253.0049,62.73287,59.48999,44.46115
159,62.136513,62.335262,62.6445,62.070274,61.981956,62.60032,62.578228,253.03033,252.90318,253.0049,62.887535,59.48999,44.46115
160,62.489872,62.51196,62.31318,62.20276,61.95988,62.66659,62.60032,253.13205,252.9286,253.03033,63.174824,59.842487,44.808823
161,62.158596,62.51196,62.489872,62.136513,62.158596,62.40152,62.887535,253.10663,252.9286,252.97948,62.777058,59.401882,44.113594
162,62.31318,62.26901,62.51196,62.114433,61.95988,62.66659,62.84334,253.08119,252.87775,252.97948,63.373764,59.46796,43.657593
163,62.556137,62.556137,62.246925,61.981956,61.915726,62.66659,62.40152,253.10663,252.9286,253.0049,63.130623,59.512016,43.87471
164,62.423607,62.66659,62.31318,62.335262,61.78327,62.66659,62.754963,253.10663,252.9286,253.08119,63.196926,59.48999,44.113594
165,62.445694,62.46778,62.40152,61.981956,61.95988,62.62241,62.578228,253.10663,252.9286,253.0049,63.174824,59.666225,43.766148
166,62.335262,62.379436,62.489872,62.114433,61.606693,62.66659,62.26901,253.05576,252.85233,253.05576,63.373764,59.31378,43.766148
167,62.688683,62.489872,62.114433,62.048195,61.805347,62.66659,62.31318,253.15749,252.90318,253.03033,63.02012,59.578102,44.113594
168,62.46778,62.51196,62.246925,62.114433,61.95988,62.53405,62.489872,253.18292,252.9286,253.08119,63.90444,59.159626,44.78709
169,62.31318,62.51196,62.489872,62.18068,62.158596,62.578228,62.90963,253.23378,252.95404,253.13205,63.263237,59.512016,43.939857
170,62.423607,62.777058,62.136513,62.048195,61.981956,62.60032,62.291096,253.18292,252.97948,253.05576,63.196926,59.842487,44.46115
171,62.31318,62.31318,62.556137,62.136513,61.871574,62.62241,62.556137,253.13205,252.95404,253.05576,63.90444,58.455185,44.78709
172,62.60032,62.578228,62.070274,62.158596,61.9378,62.62241,62.53405,253.18292,252.97948,253.08119,64.39113,58.455185,44.439426
173,62.40152,62.489872,62.335262,61.981956,61.95988,62.578228,62.46778,253.18292,252.97948,253.08119,65.16584,57.77319,44.917492
174,62.6445,62.489872,62.158596,62.114433,61.981956,62.6445,62.556137,253.18292,252.97948,253.08119,65.16584,57.025684,46.11357
175,62.578228,62.379436,62.335262,62.158596,61.9378,62.62241,62.578228,253.23378,253.03033,253.10663,63.04222,58.433178,45.308792
176,62.445694,62.53405,62.379436,62.048195,61.78327,62.66659,62.246925,253.20834,252.97948,253.08119,62.688683,59.137604,44.439426
177,62.51196,62.489872,62.291096,62.114433,61.981956,62.688683,62.423607,253.20834,253.03033,253.10663,63.08642,59.952667,43.896427
178,62.379436,62.489872,62.40152,62.136513,61.95988,62.66659,62.578228,253.20834,253.03033,253.08119,63.196926,59.600132,43.787857
179,62.578228,62.556137,62.246925,62.048195,61.805347,62.51196,62.136513,253.18292,252.97948,253.0049,63.196926,59.864525,43.570755
180,62.489872,62.489872,62.31318,62.114433,61.981956,62.688683,62.556137,253.15749,253.0049,253.0049,63.285343,59.29176,44.091877
181,62.578228,62.489872,62.20276,62.136513,61.981956,62.688683,62.51196,253.18292,253.0049,253.05576,60.569878,61.253624,43.592464
182,62.58927,62.511963,62.235886,62.136513,61.970917,62.611366,62.500916,253.18292,253.01761,253.06848,61.982872,60.316742,44.07026
183,62.60032,62.53405,62.26901,62.136513,61.95988,62.53405,62.489872,253.18292,253.03033,253.08119,63.39587,59.379856,44.548058
184,62.489872,62.53405,62.224842,62.070274,61.871574,62.62241,62.489872,253.18292,252.97948,253.0049,63.196926,59.688255,43.722725
185,62.489872,62.500916,62.31318,62.070274,61.926765,62.6445,62.500916,253.18292,252.95404,253.04305,63.152725,59.765373,43.74444
186,62.489872,62.46778,62.40152,62.070274,61.981956,62.66659,62.51196,253.18292,252.9286,253.08119,63.10852,59.842487,43.766148
187,62.40152,62.51196,62.31318,62.114433,61.871574,62.865437,62.578228,253.18292,252.97948,253.03033,63.92656,58.851376,44.78709
188,62.40152,62.37944,62.412567,62.125473,61.926765,62.77706,62.62241,253.19563,252.94133,253.05576,62.24822,59.876022,44.624123
189,62.40152,62.246925,62.51196,62.136513,61.981956,62.688683,62.66659,253.20834,252.90318,253.08119,60.569878,60.90067,44.46115
190,62.35735,62.46778,62.379436,61.95988,61.805347,62.6445,62.136513,253.13205,252.9286,253.10663,62.66659,59.137604,45.1566
191,62.39048,62.445694,62.346306,62.026115,61.816383,62.611366,62.302147,253.10663,252.9159,253.08119,63.68377,59.148613,44.450516
192,62.423607,62.423607,62.31318,62.092354,61.827423,62.578228,62.46778,253.08119,252.90318,253.05576,64.70095,59.159626,43.744434
193,62.688683,62.53405,62.20276,62.092354,61.871574,62.53405,62.158596,253.10663,252.90318,253.05576,64.18107,59.148613,44.222298
194,62.5451,62.434654,62.379448,62.114433,61.915726,62.545094,62.412594,253.10663,252.90318,253.05576,63.661182,59.137604,44.700165
195,62.40152,62.335262,62.556137,62.136513,61.95988,62.556137,62.66659,253.10663,252.90318,253.05576,63.373764,59.46796,43.939857
196,62.412563,62.368393,62.46779,62.048195,61.7612,62.423607,62.31318,253.08119,252.87775,253.05576,64.97883,57.456192,45.756123
197,62.423607,62.40152,62.379436,62.059235,61.87158,62.489872,62.32422,253.0939,252.94131,253.06848,66.58389,55.444427,47.572388
198,62.31318,62.379436,62.51196,62.070274,61.981956,62.556137,62.335262,253.10663,253.0049,253.08119,63.373764,59.864525,43.418808
199,62.39048,62.434654,62.45674,62.114433,61.937805,62.567184,62.42361,253.13205,252.97948,253.13205,62.490227,60.040833,43.592476
200,62.46778,62.489872,62.40152,62.158596,61.89365,62.578228,62.51196,253.11934,252.96677,253.0939,61.606693,60.217144,43.766148
201,62.556137,62.40152,62.335262,62.136513,61.717052,62.40152,62.35735,253.10663,252.95404,253.05576,64.08139,59.159626,44.265636
202,62.526684,62.394157,62.3279,62.107075,61.797997,62.489876,62.497253,253.0939,252.96677,253.05576,64.79733,58.096836,45.288006
203,62.497234,62.3868,62.32054,62.077633,61.878937,62.578236,62.637154,253.08119,252.97948,253.05576,65.51327,57.03405,46.310375
204,62.46778,62.379436,62.31318,62.048195,61.95988,62.66659,62.777058,253.08119,252.97948,253.05576,66.22921,55.97126,47.332745
205,62.40152,62.379436,62.423607,62.136513,61.827423,62.6445,62.6445,253.08119,252.97948,253.05576,61.606693,62.688683,39.583763
206,62.416245,62.36471,62.445694,62.151234,61.937813,62.651863,62.688686,253.08119,252.97948,253.06848,62.239933,61.571056,41.093708
