,group_4.0,group_4.1,group_4.2
750,63.373764,59.31378,43.91814
751,63.130623,59.31378,44.265636
752,62.688683,59.071545,45.1566
753,63.661182,59.24771,44.091877
754,59.31378,64.08139,40.644093
755,63.705406,59.137604,44.135315
756,63.373764,59.335808,43.679302
757,63.196926,59.974705,43.071583
758,63.241135,59.379856,44.026722
759,63.373764,60.74629,42.355778
760,62.31318,60.17306,43.766148
761,62.66659,60.06286,43.570755
762,62.865437,59.48999,44.28736
763,63.55063,58.631252,45.13486
764,63.55063,59.512016,44.005005
765,62.84334,59.820454,44.113594
766,63.15272,59.62216,44.026722
767,63.90444,59.335808,44.091877
768,63.373764,59.48999,44.091877
769,63.39587,59.35783,44.330807
770,63.373764,59.688255,43.787857
771,63.749634,59.24771,44.265636
772,63.992916,59.24771,43.831284
773,63.373764,59.401882,44.113594
774,63.351658,59.137604,44.28736
775,63.21903,59.842487,43.592464
776,63.02012,59.73232,43.744434
777,63.882324,59.335808,43.744434
778,63.06432,59.48999,43.766148
779,61.981956,59.842487,45.852497
780,63.57274,59.203667,44.091877
781,63.307446,59.269737,44.157032
782,61.077133,61.36395,42.963097
783,63.72752,59.335808,43.744434
784,63.285343,59.666225,43.983288
785,62.84334,60.922726,42.37746
786,63.21903,59.137604,44.526333
787,63.48433,58.785393,44.66758
788,63.749634,58.433178,44.808823
789,63.285343,59.137604,44.63497
790,63.230083,59.137604,44.450302
791,63.174824,59.137604,44.265636
792,63.57274,59.335808,44.200474
793,62.89879,59.501015,44.33081
794,62.224842,59.666225,44.46115
795,63.57274,59.137604,44.895756
796,63.73859,59.501064,43.625767
797,63.90444,59.864525,42.355778
798,59.842487,64.192,40.29775
799,62.18319,61.499672,42.02109
800,64.523895,58.807346,43.744434
801,64.23628,58.983486,43.744434
802,63.948677,59.159626,43.744434
803,64.08139,59.159626,43.744434
804,63.594955,59.324806,43.787857
805,63.10852,59.48999,43.831284
806,63.39587,59.137604,44.265636
807,63.50642,59.144943,44.091904
808,63.61697,59.152287,43.918167
809,63.72752,59.159626,43.744434
810,63.90444,59.159626,44.005005
811,63.911816,58.9835,44.157055
812,63.919186,58.807377,44.3091
813,63.92656,58.631252,44.46115
814,63.815983,58.92847,44.276512
815,63.705406,59.22569,44.091877
816,63.539585,59.36885,44.00501
817,63.373764,59.512016,43.91814
