,group_3.0,group_3.1,group_3.2
159,253.03033,252.90318,253.0049
160,253.13205,252.9286,253.03033
161,253.10663,252.9286,252.97948
162,253.08119,252.87775,252.97948
163,253.10663,252.9286,253.0049
164,253.10663,252.9286,253.08119
165,253.10663,252.9286,253.0049
166,253.05576,252.85233,253.05576
167,253.15749,252.90318,253.03033
168,253.18292,252.9286,253.08119
169,253.23378,252.95404,253.13205
170,253.18292,252.97948,253.05576
171,253.13205,252.95404,253.05576
172,253.18292,252.97948,253.08119
173,253.18292,252.97948,253.08119
174,253.18292,252.97948,253.08119
175,253.23378,253.03033,253.10663
176,253.20834,252.97948,253.08119
177,253.20834,253.03033,253.10663
178,253.20834,253.03033,253.08119
179,253.18292,252.97948,253.0049
180,253.15749,253.0049,253.0049
181,253.18292,253.0049,253.05576
182,253.18292,253.01761,253.06848
183,253.18292,253.03033,253.08119
184,253.18292,252.97948,253.0049
185,253.18292,252.95404,253.04305
186,253.18292,252.9286,253.08119
187,253.18292,252.97948,253.03033
188,253.19563,252.94133,253.05576
189,253.20834,252.90318,253.08119
190,253.13205,252.9286,253.10663
191,253.10663,252.9159,253.08119
192,253.08119,252.90318,253.05576
193,253.10663,252.90318,253.05576
194,253.10663,252.90318,253.05576
195,253.10663,252.90318,253.05576
196,253.08119,252.87775,253.05576
197,253.0939,252.94131,253.06848
198,253.10663,253.0049,253.08119
199,253.13205,252.97948,253.13205
200,253.11934,252.96677,253.0939
201,253.10663,252.95404,253.05576
202,253.0939,252.96677,253.05576
203,253.08119,252.97948,253.05576
204,253.08119,252.97948,253.05576
205,253.08119,252.97948,253.05576
206,253.08119,252.97948,253.06848
207,253.08119,252.97948,253.08119
208,253.0939,252.99219,253.08119
209,253.10663,253.0049,253.08119
210,253.10663,252.99219,253.08119
211,253.10663,252.97948,253.08119
212,253.10663,252.99219,253.0939
213,253.10663,253.0049,253.10663
214,253.07272,252.99643,253.09814
215,253.0388,252.98795,253.08968
216,253.0049,252.97948,253.08119
217,253.03033,253.03033,253.08119
218,253.03033,252.96677,253.04305
219,253.03033,252.90318,253.0049
220,253.03033,252.95404,253.10663
221,252.95404,252.9286,253.03033
222,252.95404,252.95404,253.0049
223,252.95404,252.90318,253.0049
224,252.9286,252.9286,252.97948
225,252.97948,252.9286,253.0049
226,252.9286,252.90318,253.0049
227,252.95404,252.9286,253.0049
228,252.95404,252.90318,253.0049
229,252.95404,252.90318,252.97948
230,252.97948,252.9286,253.0049
231,252.97948,252.9286,253.10663
232,252.97948,252.95404,253.03033
233,252.97948,252.9286,253.0049
234,252.9286,252.90318,253.0049
235,252.9286,252.90318,253.0049
236,252.9286,252.9286,253.0049
237,252.87775,252.90318,253.03033
238,252.85233,252.87775,252.97948
239,252.80145,252.9286,253.03033
240,252.7506,252.90318,252.95404
241,252.80145,252.9286,253.0049
242,252.82689,252.95404,253.03033
243,252.87775,252.9286,253.0049
244,252.87775,252.90318,253.03033
245,252.90318,252.9286,253.10663
246,252.90318,252.9286,253.10663
247,252.90318,252.9286,253.0049
248,252.82689,252.90318,252.97948
249,252.87775,252.90318,253.0049
250,252.95404,252.9286,253.03033
251,252.9286,252.90318,253.0049
252,253.0049,252.95404,253.05576
253,252.97948,252.9286,253.03033
254,252.95404,252.90317,253.00491
255,252.9286,252.87775,252.97948
256,252.971,252.8947,252.99643
257,253.01337,252.91165,253.01338
258,253.05576,252.9286,253.03033
259,253.05576,252.9286,253.03033
260,253.04305,252.9159,253.01761
261,253.03033,252.90318,253.0049
262,253.00491,252.89047,252.97946
263,252.97948,252.87775,252.95404
264,252.97948,252.87775,252.97948
265,253.05576,252.90318,253.0049
266,253.10663,252.9286,253.0049
267,253.05576,252.90318,252.97948
268,253.03033,252.90318,253.0049
269,253.08119,252.9286,252.97948
270,253.08119,252.95404,253.03033
271,253.13205,253.0049,253.10663
272,253.0049,252.95404,253.05576
273,253.13205,253.0049,253.08119
274,253.05576,253.0049,253.08119
275,253.05576,253.03033,253.10663
276,253.03033,253.0049,253.10663
277,253.0049,252.95404,253.03033
278,253.05576,253.0049,253.08119
279,253.08119,253.03033,253.13205
280,253.03033,252.97948,253.08119
281,253.03033,253.0049,253.10663
282,253.03033,252.97948,253.08119
283,253.03033,252.97948,253.05576
284,253.03033,252.97948,253.05576
285,253.03033,253.08119,253.05576
286,253.05576,253.03033,253.05576
287,253.08119,253.05576,253.08119
288,253.10663,253.05576,253.08119
289,253.13205,253.10663,253.10663
290,253.10663,253.08119,253.05576
291,253.10663,253.08119,253.05576
292,253.13205,253.08119,253.08119
293,253.13205,253.10663,253.08119
294,253.10663,253.05576,253.05576
295,253.13205,253.08119,253.10663
296,253.10663,253.08119,253.08119
297,253.13205,253.03033,253.10663
298,253.10663,252.97948,253.05576
299,253.10663,253.05576,253.03033
300,253.10663,253.0049,253.0049
301,253.14478,253.03033,253.0049
302,253.18292,253.05576,253.0049
303,253.18292,252.97948,253.0049
304,253.1702,252.99219,253.0049
305,253.15749,253.0049,253.0049
306,253.18292,252.97948,253.0049
307,253.14478,252.97948,253.0049
308,253.10663,252.97948,253.0049
309,253.08119,252.95404,252.95404
310,253.0939,252.96677,252.92862
311,253.10663,252.97948,252.90318
312,253.13205,252.9286,252.95404
313,253.13205,252.9286,252.94131
314,253.13205,252.9286,252.9286
315,253.13205,252.9286,252.9286
316,253.13205,252.94131,252.94131
317,253.13205,252.95404,252.95404
318,253.13205,252.9286,252.9286
319,253.13205,252.9286,252.9286
320,253.13205,252.9286,252.9286
321,253.0049,252.90318,252.9286
322,253.01761,252.9159,252.94131
323,253.03033,252.9286,252.95404
324,253.01761,252.9159,252.94131
325,253.0049,252.90318,252.9286
326,253.0049,252.90318,252.9159
327,253.0049,252.90318,252.90318
328,253.01761,252.9159,252.92862
329,253.03033,252.9286,252.95404
330,253.03033,252.9159,252.94131
331,253.03033,252.90318,252.9286
332,253.04305,252.87775,252.9286
333,253.05576,252.85233,252.9286
334,253.03033,252.82689,252.90317
335,253.0049,252.80145,252.87775
336,253.01338,252.82689,252.88623
337,253.02185,252.85231,252.8947
338,253.03033,252.87775,252.90318
339,253.05576,252.9286,252.9286
340,253.03033,252.9286,252.9286
341,253.05576,252.9286,252.95404
342,253.03033,252.9286,252.9286
343,253.03033,252.9286,252.9286
344,253.03033,252.9286,252.9286
345,253.03033,252.9286,252.9286
346,253.05576,252.95404,252.95404
347,253.03033,252.9286,252.9286
348,253.05576,252.95404,252.95404
349,253.03033,252.9286,252.90318
350,253.0049,252.87775,252.90318
351,253.05576,252.9286,252.9286
352,252.97948,252.9286,252.95404
353,252.9286,252.90318,252.97948
354,252.95404,252.9286,253.0049
355,252.95404,252.9286,253.0049
356,252.9286,252.90318,253.0049
357,253.0049,252.9286,252.97948
358,253.0049,252.87775,252.95404
359,253.03033,253.0049,253.0049
360,253.0049,252.97948,252.97948
361,253.0049,253.0049,253.05576
362,253.03033,253.0049,253.08119
363,253.03033,252.97948,253.08119
364,253.05576,253.08119,253.10663
365,253.03033,253.05576,253.13205
366,253.05576,253.10663,253.13205
367,253.03033,253.08119,253.15749
368,253.03033,253.08119,253.15749
369,253.03033,253.08119,253.13205
370,253.03033,253.05576,253.15749
371,253.10663,253.08119,253.18292
372,253.08119,253.03033,253.10663
373,253.08119,253.05576,253.13205
374,253.13205,253.08119,253.15749
375,253.13205,253.08119,253.15749
376,253.13205,253.08119,253.15749
377,253.13205,253.10663,253.18292
378,253.11934,253.0939,253.1702
379,253.10663,253.08119,253.15749
380,253.10663,253.08119,253.15749
381,253.15749,253.0939,253.1702
382,253.20834,253.10663,253.18292
383,253.18292,253.13205,253.13205
384,253.19563,253.11934,253.15749
385,253.20834,253.10663,253.18292
386,253.18292,253.08119,253.18292
387,253.18292,253.11934,253.1702
388,253.18292,253.15749,253.15749
389,253.15749,253.13205,253.13205
390,253.15749,253.11934,253.13205
391,253.15749,253.10663,253.13205
392,253.20834,253.18292,253.18292
393,253.20834,253.18292,253.18292
394,253.20834,253.18292,253.18292
395,253.20834,253.15749,253.18292
396,253.19563,253.15749,253.15749
397,253.18292,253.15749,253.13205
398,253.19563,253.15749,253.14478
399,253.20834,253.15749,253.15749
400,253.18292,253.15749,253.14478
401,253.15749,253.15749,253.13205
402,253.1702,253.15749,253.14478
403,253.18292,253.15749,253.15749
404,253.18292,253.13205,253.15749
405,253.18292,253.10663,253.15749
406,253.1702,253.08119,253.14478
407,253.15749,253.05576,253.13205
408,253.1702,253.08119,253.15749
409,253.18292,253.10663,253.18292
410,253.18292,253.09814,253.14902
411,253.18292,253.08968,253.1151
412,253.18292,253.08119,253.08119
413,253.13205,253.05576,253.03033
414,253.23378,253.10663,253.10663
415,253.18292,253.08119,253.08119
416,253.15749,253.05576,253.05576
417,253.18292,253.05576,253.08119
418,253.20834,253.05576,253.10663
419,253.1702,253.05576,253.10663
420,253.13205,253.05576,253.10663
421,253.13205,253.04305,253.06848
422,253.13205,253.03033,253.03033
423,253.11934,253.01761,253.01761
424,253.10663,253.0049,253.0049
425,253.08119,252.97948,252.97948
426,253.03033,253.0049,253.0049
427,253.0049,252.97948,253.0049
428,253.05576,253.0049,253.0049
429,253.05576,253.03033,253.03033
430,253.03033,252.9286,253.0049
431,253.03033,252.9286,253.03033
432,253.03033,252.90318,253.0049
433,253.05576,252.97948,252.97948
434,253.05576,252.95404,252.95404
435,252.95404,252.9286,252.95404
436,252.9286,252.90318,252.9286
437,252.9286,252.9286,252.9286
438,252.95404,252.9286,252.9286
439,252.95404,252.90318,252.9286
440,252.95404,252.85233,252.90318
441,252.95404,252.85233,252.9286
442,252.97948,252.87775,252.95404
443,252.95404,252.82689,252.9286
444,252.95404,252.85233,252.9286
445,252.95404,252.8396,252.9159
446,252.95404,252.82689,252.90318
447,252.95404,252.82689,252.95404
448,252.95404,252.82689,252.9286
449,252.95404,252.85233,252.9286
450,252.9286,252.87775,252.87775
451,252.9286,252.90318,252.97948
452,253.03033,252.9286,253.03033
453,252.95404,252.90318,253.0049
454,253.03033,252.9286,253.0049
455,252.95404,252.90318,253.0049
456,252.94131,252.9159,252.99219
457,252.9286,252.9286,252.97948
458,253.03033,252.90318,253.0049
459,253.03033,252.9159,253.01761
460,253.03033,252.9286,253.03033
461,253.03033,252.9286,253.08119
462,253.03033,252.9286,253.05576
463,253.03033,252.9286,253.03033
464,253.03033,252.95404,253.05576
465,253.03033,252.97948,253.08119
466,253.03033,252.97948,253.08119
467,253.03033,252.97948,253.08119
468,253.05576,253.03033,253.13205
469,253.05576,253.04305,253.13205
470,253.05576,253.05576,253.13205
471,253.05576,253.0049,253.10663
472,253.0049,252.95404,253.05576
473,253.13205,253.0049,253.18292
474,253.13205,253.0049,253.13205
475,253.13205,253.0049,253.08119
476,253.08119,252.97948,253.05576
477,253.11934,253.05576,253.11934
478,253.15749,253.13205,253.18292
479,253.10663,252.97948,253.05576
480,253.0939,253.00491,253.05576
481,253.08119,253.03033,253.05576
482,253.10663,253.0388,253.06424
483,253.13205,253.04729,253.07271
484,253.15749,253.05576,253.08119
485,253.13205,253.08119,253.08119
486,253.10663,253.05576,253.08119
487,253.13205,253.05576,253.08119
488,253.13205,253.10663,253.10663
489,253.10663,253.08119,253.08119
490,253.15749,253.10663,253.10663
491,253.13205,253.03033,253.03033
492,253.18292,253.05576,253.08119
493,253.18292,253.08119,253.08119
494,253.23378,253.10663,253.10663
495,253.15749,253.05576,253.05576
496,253.18292,253.10663,253.10663
497,253.20834,253.08119,253.10663
498,253.20834,253.08119,253.15749
499,253.20834,253.08119,253.15749
500,253.20834,253.10663,253.18292
501,253.10663,253.08119,253.15749
502,253.13205,253.08119,253.15749
503,253.10663,253.08119,253.13205
504,253.13205,253.10663,253.18292
505,253.08119,253.05576,253.13205
506,253.13205,253.08119,253.18292
507,253.05576,253.03033,253.03033
508,253.10663,253.05576,253.08119
509,253.13205,253.10663,253.10663
510,253.10663,253.05576,253.08119
511,253.10663,253.05576,253.08119
512,253.10663,252.97948,253.05576
513,253.10663,253.0049,253.05576
514,253.13205,253.0049,253.08119
515,253.13205,253.0049,253.10663
516,253.10663,252.97948,253.08119
517,253.13205,252.97948,253.08119
518,253.10663,252.90318,253.08119
519,253.10663,252.90318,253.05576
520,253.10663,252.90318,253.08119
521,253.10663,252.87775,253.05576
522,253.10663,252.90318,253.0049
523,253.10663,252.9159,253.0049
524,253.10663,252.9286,253.0049
525,253.18292,252.9286,253.03033
526,253.13205,252.9159,253.00491
527,253.08119,252.90318,252.97948
528,253.13205,252.9286,253.0049
529,253.13205,252.9286,253.0049
530,253.13205,252.9286,253.0049
531,253.13205,252.9286,253.03033
532,253.11934,252.9286,252.97946
533,253.10663,252.9286,252.9286
534,253.13205,252.90318,252.9286
535,253.08119,252.9159,252.9159
536,253.03033,252.9286,252.90318
537,253.03033,252.9286,252.9286
538,253.04305,252.9286,252.9286
539,253.05576,252.9286,252.9286
540,253.05576,252.95404,252.95404
541,253.04305,252.90318,252.95404
542,253.03033,252.85233,252.95404
543,253.04305,252.85233,252.95404
544,253.05576,252.85233,252.95404
545,253.04305,252.8396,252.94131
546,253.03033,252.82689,252.9286
547,253.04305,252.8396,252.94131
548,253.05576,252.85233,252.95404
549,253.05576,252.85233,252.94131
550,253.05576,252.85233,252.9286
551,253.04729,252.85233,252.9286
552,253.0388,252.85233,252.9286
553,253.03033,252.85233,252.9286
554,253.05576,252.85233,252.9286
555,253.03033,252.82689,252.9159
556,253.0049,252.80145,252.90318
557,253.01338,252.8184,252.91165
558,253.02185,252.83537,252.92014
559,253.03033,252.85233,252.9286
560,253.05576,252.85233,252.9286
561,253.03033,252.85233,252.9286
562,253.05576,252.87775,252.95404
563,253.05576,252.9286,252.97948
564,253.05576,252.95404,252.97948
565,253.03033,252.90318,252.9286
566,253.05576,252.9286,252.95404
567,253.0049,252.90318,252.90318
568,253.03033,252.9286,253.03033
569,253.03033,252.9286,253.0049
570,253.05576,252.95404,253.03033
571,253.03033,252.9286,253.03033
572,253.03033,252.9286,253.0049
573,253.03033,252.90318,252.97948
574,253.03033,252.90318,253.0049
575,253.03033,252.9286,253.0049
576,253.05576,252.95404,253.13205
577,253.08119,252.90318,253.05576
578,253.10663,252.90318,253.08119
579,253.13205,253.03033,253.08119
580,253.10663,253.03033,253.08119
581,253.08119,252.97948,253.08119
582,253.13205,253.03033,253.10663
583,253.10663,253.03033,253.08119
584,253.13205,253.0049,253.08119
585,253.10663,253.03033,253.08119
586,253.10663,253.0049,253.08119
587,253.13205,252.97948,253.08119
588,253.13205,253.03033,253.10663
589,253.11934,253.01761,253.0939
590,253.10663,253.0049,253.08119
591,253.13205,253.0049,253.10663
592,253.15749,253.03033,253.0939
593,253.18292,253.05576,253.08119
594,253.18292,253.08119,253.10663
595,253.19563,253.08119,253.11934
596,253.20834,253.08119,253.13205
597,253.15749,253.05576,253.05576
598,253.14478,253.01761,253.04305
599,253.13205,252.97948,253.03033
600,253.20834,253.08119,253.10663
601,253.19563,253.05576,253.08119
602,253.18292,253.03033,253.05576
603,253.23378,253.03033,253.13205
604,253.20834,253.01761,253.10663
605,253.18292,253.0049,253.08119
606,253.18292,253.03033,253.08119
607,253.18292,253.01761,253.08119
608,253.18292,253.0049,253.08119
609,253.18292,253.0049,253.05576
610,253.18292,253.0049,253.03033
611,253.18292,253.01761,253.01761
612,253.18292,253.03033,253.0049
613,253.15749,252.95404,252.99219
614,253.13205,252.87775,252.97948
615,253.15749,252.90317,252.99219
616,253.18292,252.9286,253.0049
617,253.14478,252.9159,253.0049
618,253.10663,252.90318,253.0049
619,253.10663,252.9286,253.0049
620,253.09814,252.92014,252.99643
621,253.08968,252.91165,252.98795
622,253.08119,252.90318,252.97948
623,253.15749,252.9286,253.0049
624,253.08119,252.90318,253.0049
625,253.08119,252.9286,252.97948
626,253.13205,252.90318,253.0049
627,253.08119,252.90318,252.97948
628,253.10663,252.9286,253.0049
629,253.15749,252.95404,253.03033
630,253.18292,252.90318,253.03033
631,253.15749,252.95404,253.08119
632,253.13205,252.9286,253.08119
633,253.08119,252.90318,253.05576
634,253.20834,252.9286,253.08119
635,253.15749,252.95404,253.08119
636,253.18292,252.97948,253.08119
637,253.13205,253.0049,253.08119
638,253.13205,253.0049,253.08119
639,253.10663,252.95404,253.05576
640,253.13205,253.0049,253.10663
641,253.13205,253.03033,253.10663
642,253.13205,253.03033,253.13205
643,253.10663,252.97948,253.08119
644,253.10663,253.0049,253.08119
645,253.03033,253.03033,253.10663
646,253.05576,253.0049,253.10663
647,253.0049,252.95404,253.05576
648,253.05576,253.0049,253.10663
649,253.0049,252.97948,253.05576
650,253.03033,252.9286,253.10663
651,253.03033,252.9286,253.13205
652,253.05576,253.0049,253.10663
653,253.05576,252.9286,253.13205
654,253.05576,252.95404,253.13205
655,253.03033,252.87775,253.08119
656,253.03033,252.90318,253.05576
657,253.0049,252.90318,253.03033
658,253.03033,252.9286,253.08119
659,253.01761,252.9286,253.08119
660,253.0049,252.9286,253.08119
661,253.03033,252.9286,253.08119
662,253.03033,252.9159,253.08119
663,253.03033,252.90318,253.08119
664,253.05576,252.9286,253.10663
665,253.04305,252.9286,253.0939
666,253.03033,252.9286,253.08119
667,253.03033,252.9286,253.08119
668,253.03033,252.9286,253.08119
669,253.03033,252.9286,253.08119
670,253.05576,252.9286,253.10663
671,253.05576,252.9286,253.10663
672,253.05576,252.9286,253.10663
673,253.03033,252.90318,253.08119
674,253.04305,252.92862,253.13205
675,253.05576,252.95404,253.18292
676,253.05576,252.97946,253.14478
677,253.05576,253.0049,253.10663
678,253.04305,252.99219,253.13205
679,253.03033,252.97948,253.15749
680,253.08119,253.00491,253.18292
681,253.13205,253.03033,253.20834
682,253.13205,253.03033,253.19563
683,253.13205,253.03033,253.18292
684,253.13205,253.05576,253.1702
685,253.13205,253.08119,253.15749
686,253.11934,253.06848,253.15749
687,253.10663,253.05576,253.15749
688,253.10663,253.06848,253.15749
689,253.10663,253.08119,253.15749
690,253.10663,253.08119,253.15749
691,253.10663,253.08119,253.15749
692,253.1151,253.08119,253.15749
693,253.12358,253.08119,253.15749
694,253.13205,253.08119,253.15749
695,253.13205,253.08119,253.1702
696,253.13205,253.08119,253.18292
697,253.13205,253.0939,253.18292
698,253.13205,253.10663,253.18292
699,253.10663,253.08119,253.15749
700,253.10663,253.08119,253.18292
701,253.10663,253.10663,253.15749
702,253.10663,253.08119,253.08119
703,253.13205,253.08119,253.08119
704,253.13205,253.08119,253.08119
705,253.13205,253.08119,253.10663
706,253.13205,253.08119,253.08119
707,253.10663,253.08119,253.08119
708,253.13205,253.05576,253.10663
709,253.10663,253.0049,253.08119
710,253.10663,253.03033,253.0049
711,253.10663,252.97948,253.0049
712,253.10663,252.97948,253.0049
713,253.10663,252.99219,253.01761
714,253.10663,253.0049,253.03033
715,253.10663,253.0049,253.03033
716,253.10663,252.95404,253.01761
717,253.10663,252.90318,253.0049
718,253.03033,252.90318,253.0049
719,253.04305,252.9159,253.0049
720,253.05576,252.9286,253.0049
721,253.03033,252.90318,252.97948
722,253.03033,252.92862,252.99219
723,253.03033,252.95404,253.0049
724,253.10663,252.90318,253.03033
725,253.05576,252.87775,252.99219
726,253.0049,252.85233,252.95404
727,253.13205,252.9286,253.0049
728,253.10663,252.9286,252.99219
729,253.08119,252.9286,252.97948
730,253.10663,252.9286,253.0049
731,253.10663,252.9159,253.0049
732,253.10663,252.90318,253.0049
733,253.13205,252.9286,253.03033
734,253.11934,252.9286,253.00491
735,253.10663,252.9286,252.97948
736,253.10663,252.9286,252.99219
737,253.10663,252.9286,253.0049
738,253.10663,252.9286,252.99219
739,253.10663,252.9286,252.97948
740,253.06848,252.9159,252.99219
741,253.03033,252.90318,253.0049
742,253.04305,252.9159,253.0049
743,253.05576,252.9286,253.0049
744,253.04305,252.9286,253.0049
745,253.03033,252.9286,253.0049
746,253.03033,252.92014,252.97946
747,253.03033,252.91165,252.95404
748,253.03033,252.90318,252.9286
749,253.03033,252.9159,252.9286
750,253.03033,252.9286,252.9286
751,253.03033,252.90318,252.95404
752,253.05576,252.90318,253.0049
753,253.03033,252.9286,252.97948
754,253.05576,252.95404,253.03033
755,253.10663,252.9286,252.95404
756,253.03033,252.90318,253.0049
757,253.08119,252.9286,252.97948
758,253.10663,252.9286,252.95404
759,253.10663,252.9286,252.97948
760,253.10663,252.87775,252.90318
761,253.10663,252.90318,252.97948
762,253.13205,252.9286,252.9286
763,253.08119,252.90318,252.90318
764,253.13205,252.9286,252.97948
765,253.10663,252.9286,252.9286
766,253.13205,252.9286,253.0049
767,253.10663,252.95404,253.0049
768,253.10663,252.9286,253.03033
769,253.08119,252.87775,252.97948
770,253.10663,252.9286,253.03033
771,253.10663,252.90318,252.95404
772,253.13205,252.95404,253.03033
773,253.18292,252.9286,253.0049
774,253.20834,252.9286,253.03033
775,253.10663,253.0049,253.03033
776,253.10663,252.97948,252.97948
777,253.08119,253.0049,253.05576
778,253.08119,252.95404,253.05576
779,253.13205,253.0049,253.08119
780,253.13205,253.0049,253.10663
781,253.10663,253.03033,253.08119
782,253.10663,253.0049,253.08119
783,253.08119,253.0049,253.08119
784,253.13205,253.03033,253.10663
785,253.13205,253.03033,253.10663
786,253.10663,253.05576,253.08119
787,253.10663,253.06848,253.08119
788,253.10663,253.08119,253.08119
789,253.13205,253.08119,253.10663
790,253.11934,253.06848,253.0939
791,253.10663,253.05576,253.08119
792,253.10663,253.08119,253.10663
793,253.11934,253.08119,253.10663
794,253.13205,253.08119,253.10663
795,253.10663,253.05576,253.08119
796,253.10663,253.05576,253.08119
797,253.10663,253.05576,253.08119
798,253.13205,253.08119,253.10663
799,253.11934,253.08119,253.0939
800,253.10663,253.08119,253.08119
801,253.10663,253.08119,253.08119
802,253.10663,253.06848,253.08119
803,253.10663,253.05576,253.08119
804,253.10663,253.0049,253.08119
805,253.10663,253.0049,253.0939
806,253.10663,253.0049,253.10663
807,253.10663,253.0049,253.10663
808,253.10663,253.0049,253.10663
809,253.0939,252.99219,253.06848
810,253.08119,252.97948,253.03033
811,253.06848,252.96677,253.04305
812,253.05576,252.95404,253.05576
813,253.10663,253.0049,253.0939
814,253.15749,253.05576,253.13205
815,253.13205,253.01761,253.10663
816,253.10663,252.97948,253.08119
817,253.10663,252.97948,253.08119
818,253.10663,252.97948,253.08119
819,253.10663,252.99219,253.0939
820,253.10663,253.0049,253.10663
