,group_2.0,group_2.1,group_2.2,group_2.3
617,62.136513,61.95988,62.62241,62.688683
618,62.026115,61.8495,62.73287,62.224842
619,62.13652,61.915726,62.710777,62.324226
620,62.246925,61.981956,62.688683,62.423607
621,62.18068,61.981956,62.62241,62.52301
622,62.114433,61.981956,62.556137,62.62241
623,62.31318,61.49635,62.489872,62.40152
624,61.95988,61.95988,62.335262,62.489872
625,62.246925,61.89365,62.445694,62.335262
626,62.20276,62.070274,62.66659,62.62241
627,62.158596,61.981956,62.688683,62.51196
628,62.070274,61.95988,62.53405,62.84334
629,62.136513,61.9378,62.66659,62.60032
630,62.092354,61.915726,62.66659,62.578228
