,group_2.0,group_2.1,group_2.2,group_2.3
631,62.092354,62.18068,62.51196,62.777058
632,62.136513,62.004036,62.578228,62.578228
633,62.114433,61.95988,62.688683,62.777058
634,62.136513,61.981956,62.62241,62.31318
635,62.20276,62.026115,62.66659,62.578228
636,62.136513,61.95988,62.578228,62.62241
637,62.048195,62.158596,62.73287,62.578228
638,62.136513,62.158596,62.53405,62.688683
639,62.004036,61.95988,62.445694,62.777058
640,61.981956,61.95988,62.754963,62.66659
641,62.136513,61.78327,62.51196,62.489872
642,62.158596,61.981956,62.62241,62.60032
643,62.136513,61.871574,62.53405,62.31318
644,62.18068,62.026115,62.62241,62.6445
645,62.20276,61.95988,62.60032,62.578228
646,62.114433,62.246925,62.688683,62.688683
647,62.20276,61.915726,62.688683,62.556137
648,62.158596,62.136513,62.66659,62.688683
649,62.335262,61.981956,62.66659,62.335262
650,62.092354,61.981956,62.688683,62.489872
651,62.070274,61.981956,62.688683,62.158596
652,62.114433,61.95988,62.73287,62.556137
653,62.20276,62.026115,62.688683,62.60032
654,62.20276,61.871574,62.66659,62.66659
655,62.158596,62.070274,62.66659,62.688683
656,62.26901,61.89365,62.40152,62.26901
657,62.158596,62.026115,62.60032,62.688683
658,62.26901,61.95988,62.710777,62.84334
659,62.19172,61.992996,62.65555,62.721832
660,62.114433,62.026115,62.60032,62.60032
661,62.224842,61.915726,62.51196,62.246925
662,62.224842,61.78328,62.611366,62.280052
663,62.224842,61.650837,62.710777,62.31318
664,62.070274,61.95988,62.90963,62.578228
665,62.1586,61.849503,62.810204,62.489876
666,62.246925,61.739124,62.710777,62.40152
667,62.20276,61.915726,62.66659,62.754963
668,62.18068,61.937805,62.62241,62.710777
669,62.158596,61.95988,62.578228,62.66659
670,62.26901,62.070274,62.62241,62.84334
671,62.224846,62.048195,62.6445,62.732876
672,62.18068,62.026115,62.66659,62.62241
673,62.16964,62.059235,62.677635,62.743923
674,62.158596,62.092354,62.688683,62.865437
675,62.20276,61.981956,62.688683,62.53405
676,62.224842,62.040836,62.688683,62.644512
677,62.246925,62.099716,62.688683,62.754974
678,62.26901,62.158596,62.688683,62.865437
679,62.291096,61.8495,62.556137,62.578228
680,62.24693,61.88629,62.5635,62.578228
681,62.202763,61.923088,62.570866,62.578228
682,62.158596,61.95988,62.578228,62.578228
683,62.20276,61.981956,62.73287,62.865437
684,62.158596,61.989315,62.71814,62.747612
685,62.114437,61.996677,62.70341,62.629784
686,62.070274,62.004036,62.688683,62.51196
687,62.335262,61.981956,62.777058,62.60032
688,62.261654,61.974598,62.72551,62.62241
689,62.18804,61.96724,62.673958,62.6445
690,62.114433,61.95988,62.62241,62.66659
691,62.147556,62.015076,62.58927,62.66659
692,62.18068,62.070274,62.556137,62.66659
693,62.16964,62.026115,62.666595,62.500927
694,62.158596,61.981956,62.777058,62.335262
695,62.136513,61.981956,62.721825,62.42361
696,62.114433,61.981956,62.66659,62.51196
697,62.147556,61.926765,62.66659,62.500916
698,62.18068,61.871574,62.66659,62.489872
699,62.136513,61.827423,62.335262,62.31318
700,62.136513,61.981956,62.578228,62.556137
701,62.136513,61.981956,62.578228,62.556137
702,62.048195,61.95988,62.66659,62.489872
703,62.070274,61.95988,62.53405,62.6445
704,62.136513,62.048195,62.688683,62.97592
705,62.114433,62.048195,62.73287,62.489872
706,62.20276,61.981956,62.777058,62.688683
707,62.20276,61.95988,62.66659,62.799152
708,61.981956,61.915726,62.688683,62.224842
709,62.114433,61.95988,62.60032,62.489872
710,62.114433,61.827423,62.66659,62.578228
711,62.092354,62.224842,62.66659,62.754963
712,62.114433,61.981956,62.489872,62.53405
713,62.081314,61.915726,62.58928,62.412575
714,62.048195,61.8495,62.688683,62.291096
715,62.026115,61.981956,62.777058,62.335262
716,62.081314,61.970917,62.732872,62.39048
717,62.136513,61.95988,62.688683,62.445694
718,62.158596,61.9378,62.66659,62.578228
719,62.16964,61.871574,62.677635,62.567184
720,62.18068,61.805347,62.688683,62.556137
721,62.070274,62.070274,62.62241,62.688683
722,62.125477,62.015076,62.6445,62.766014
723,62.18068,61.95988,62.66659,62.84334
724,62.092354,61.95988,62.62241,62.445694
725,62.125473,61.970917,62.60032,62.313187
726,62.158596,61.981956,62.578228,62.18068
727,62.158596,61.95988,62.66659,62.60032
728,62.092354,62.015076,62.677635,62.511963
729,62.026115,62.070274,62.688683,62.423607
730,62.081314,61.915737,62.677635,62.412563
731,62.136513,61.7612,62.66659,62.40152
732,62.136513,61.8495,62.688683,62.46778
733,62.092354,62.02613,62.732872,62.7108
734,62.048195,62.20276,62.777058,62.953823
735,62.092354,61.9378,62.556137,62.66659
736,62.107075,62.0114,62.578228,62.703415
737,62.12179,62.085,62.60032,62.740234
738,62.136513,62.158596,62.62241,62.777058
739,62.26901,61.562553,62.51196,62.40152
740,62.210125,61.66556,62.563503,62.416245
741,62.151237,61.768566,62.615047,62.43097
742,62.092354,61.871574,62.66659,62.445694
743,62.114433,61.871574,62.57823,62.556145
744,62.136513,61.871574,62.489872,62.66659
745,62.136513,61.926765,62.545097,62.62241
746,62.136513,61.981956,62.60032,62.578228
747,62.224846,61.926765,62.666595,62.633453
748,62.31318,61.871574,62.73287,62.688683
749,62.224846,61.915726,62.688683,62.677635
750,62.136513,61.95988,62.6445,62.66659
751,62.224842,61.981956,62.489872,62.578228
752,62.114433,61.78327,62.51196,62.6445
753,62.048195,61.981956,62.335262,62.31318
754,62.136513,61.9378,62.66659,62.60032
755,62.004036,61.827423,62.51196,62.26901
756,62.114433,61.915726,62.489872,62.62241
757,62.136513,61.739124,62.556137,62.445694
758,61.95988,61.805347,62.62241,62.489872
759,62.136513,61.95988,62.556137,62.62241
760,62.20276,61.915726,62.6445,62.66659
761,62.048195,61.95988,62.578228,62.578228
762,62.048195,61.981956,62.688683,62.335262
763,62.114433,62.026115,62.6445,62.688683
764,62.18068,61.95988,62.53405,62.66659
765,62.092354,61.95988,62.578228,62.799152
766,62.31318,61.8495,62.489872,62.489872
767,62.18068,61.78327,62.60032,62.31318
768,62.048195,61.981956,62.53405,62.31318
769,62.31318,61.827423,62.60032,62.66659
770,62.092354,61.981956,62.51196,62.291096
771,62.291096,61.739124,62.489872,62.578228
772,62.070274,62.114433,62.6445,62.688683
773,62.158596,61.805347,62.66659,62.46778
774,62.092354,61.915726,62.688683,62.489872
775,62.18068,61.95988,62.445694,62.66659
776,62.070274,61.78327,62.6445,62.46778
777,62.048195,61.805347,62.489872,62.31318
778,62.070274,61.95988,62.578228,62.489872
779,62.136513,61.827423,62.51196,62.51196
780,62.114433,61.606693,62.66659,62.31318
781,62.114433,61.95988,62.62241,62.51196
782,62.158596,61.78327,62.578228,62.578228
783,62.136513,62.048195,62.66659,62.688683
784,61.95988,61.95988,62.489872,62.93173
785,62.048195,61.981956,62.66659,62.46778
786,62.070274,61.95988,62.62241,62.556137
787,62.114433,62.026115,62.71078,62.62241
788,62.158596,62.092354,62.799152,62.688683
789,62.092354,61.95988,62.6445,62.46778
790,62.114433,61.926765,62.65555,62.545097
791,62.136513,61.89365,62.66659,62.62241
792,62.246925,61.95988,62.51196,62.84334
793,62.1034,62.015076,62.60032,62.721832
794,61.95988,62.070274,62.688683,62.60032
795,62.136513,61.981956,62.578228,62.31318
796,62.18068,61.90469,62.60032,62.523026
797,62.224842,61.827423,62.62241,62.73287
798,62.136513,61.915726,62.60032,62.578228
799,62.092354,61.80535,62.567184,62.4457
800,62.048195,61.69498,62.53405,62.31318
801,62.18068,61.89365,62.423607,62.46778
802,62.081318,61.937805,62.534054,62.40152
803,61.981956,61.981956,62.6445,62.335262
804,62.026115,61.926765,62.611366,62.500927
805,62.070274,61.871574,62.578228,62.66659
806,62.18068,61.981956,62.73287,62.335262
807,62.18068,61.974598,62.688686,62.445705
808,62.18068,61.96724,62.6445,62.55615
809,62.18068,61.95988,62.60032,62.66659
810,62.070274,61.9378,62.578228,62.46778
811,62.033478,61.95252,62.556137,62.39416
812,61.996677,61.96724,62.53405,62.320545
813,61.95988,61.981956,62.51196,62.246925
814,62.136513,61.871574,62.51196,62.53405
815,62.136513,61.878933,62.504597,62.526688
816,62.136513,61.88629,62.497234,62.51932
817,62.136513,61.89365,62.489872,62.51196
818,62.136513,61.926765,62.42361,62.67765
819,62.136513,61.95988,62.35735,62.84334
820,62.136513,61.95988,62.523018,62.710785
821,62.136513,61.95988,62.688683,62.578228
822,62.114433,61.970917,62.710777,62.545094
823,62.092354,61.981956,62.73287,62.51196
824,62.1586,61.981956,62.65555,62.567184
825,62.224842,61.981956,62.578228,62.62241
826,62.048195,61.89365,62.60032,62.40152
827,62.092354,62.114433,62.60032,62.489872
828,62.114433,61.89365,62.578228,62.51196
829,62.114433,61.981956,62.578228,62.62241
830,62.136513,61.89365,62.66659,62.66659
831,62.158596,62.004036,62.51196,62.777058
832,62.136513,61.981956,62.688683,62.423607
833,62.246925,61.89365,62.489872,62.60032
834,61.981956,62.070274,62.556137,62.335262
835,62.18068,61.981956,62.710777,62.51196
836,62.048195,61.89365,62.73287,62.31318
837,62.136513,61.981956,62.6445,62.556137
838,62.048195,61.95988,62.688683,62.51196
839,62.158596,61.827423,62.66659,62.423607
840,62.092354,62.114433,62.489872,62.379436
841,62.224842,62.158596,62.777058,62.84334
842,62.26901,61.650837,62.6445,62.66659
843,62.224842,61.981956,62.66659,62.53405
844,62.20276,61.981956,62.62241,62.578228
845,62.246925,62.048195,62.66659,62.777058
846,62.246925,61.95988,62.60032,62.865437
847,62.136513,61.78327,62.62241,62.31318
848,62.158596,61.95988,62.777058,62.60032
849,62.114433,61.981956,62.66659,62.335262
850,62.20276,61.95988,62.688683,62.66659
851,62.092354,62.026115,62.53405,62.578228
852,62.18068,61.981956,62.777058,62.51196
853,62.18068,61.981956,62.66659,62.53405
854,62.246925,61.871574,62.688683,62.66659
855,62.136513,61.95988,62.6445,62.754963
856,62.20276,62.114433,62.578228,62.688683
857,62.224842,61.871574,62.66659,62.66659
858,62.1586,61.926765,62.60032,62.6445
859,62.092354,61.981956,62.53405,62.62241
860,62.246925,61.739124,62.799152,62.66659
861,62.246925,61.860542,62.754967,62.677635
862,62.246925,61.981956,62.710777,62.688683
863,62.18068,61.871574,62.66659,62.578228
864,62.147556,61.926765,62.66659,62.401535
865,62.114433,61.981956,62.66659,62.224842
866,62.18068,61.89365,62.66659,62.578228
867,62.19172,61.926765,62.66659,62.666595
868,62.20276,61.95988,62.66659,62.754963
869,61.95988,61.981956,62.688683,62.46778
870,62.048195,61.937805,62.60032,62.39048
871,62.136513,61.89365,62.51196,62.31318
872,62.004036,61.981956,62.777058,62.423607
873,62.015076,61.970917,62.732872,62.45674
874,62.026115,61.95988,62.688683,62.489872
875,62.037155,61.871574,62.611366,62.401527
876,62.048195,61.78327,62.53405,62.31318
877,62.158596,62.136513,62.688683,62.754963
878,62.173317,62.107075,62.69605,62.718143
879,62.188038,62.077633,62.70341,62.68132
880,62.20276,62.048195,62.710777,62.6445
881,62.092354,61.78327,62.51196,62.31318
882,62.121796,61.83478,62.563503,62.42362
883,62.151237,61.88629,62.615047,62.53406
884,62.18068,61.9378,62.66659,62.6445
885,62.224842,61.915726,62.62241,62.578228
886,62.188038,61.923084,62.70342,62.548775
887,62.151237,61.930443,62.784428,62.519325
888,62.114433,61.9378,62.865437,62.489872
889,62.125473,61.981956,62.799152,62.58928
890,62.136513,62.026115,62.73287,62.688683
891,62.103394,61.915733,62.743916,62.412598
892,62.070274,61.805347,62.754963,62.136513
893,62.136517,61.893654,62.710777,62.379463
894,62.20276,61.981956,62.66659,62.62241
895,62.158596,61.970917,62.589275,62.699734
896,62.114433,61.95988,62.51196,62.777058
897,62.136513,61.981956,62.66659,62.423607
898,62.158596,61.981956,62.6445,62.556137
899,62.20276,61.805347,62.66659,62.423607
900,62.158596,61.981956,62.688683,62.53405
901,62.158596,61.95988,62.6445,62.53405
902,62.114433,61.981956,62.688683,62.46778
903,62.224842,62.004036,62.688683,62.578228
904,62.158596,62.048195,62.6445,62.6445
905,62.092354,61.95988,62.66659,62.578228
906,62.136513,61.981956,62.66659,62.291096
907,62.224842,62.158596,62.688683,62.93173
908,62.114433,61.95988,62.578228,62.66659
909,62.246925,62.246925,62.66659,63.04222
910,62.114433,61.95988,62.66659,62.62241
911,62.048195,62.026115,62.710777,62.335262
912,62.136513,61.981956,63.04222,62.556137
913,62.20276,62.004036,62.66659,62.6445
914,61.981956,61.7612,62.51196,62.26901
915,62.048195,61.981956,62.578228,62.53405
916,62.136513,61.805347,62.6445,62.136513
917,62.136513,62.004036,62.66659,62.66659
918,62.26901,62.158596,62.578228,62.821247
919,62.136513,61.95988,62.60032,62.66659
920,62.158596,61.981956,62.66659,62.51196
921,62.092354,61.650837,62.865437,62.335262
922,62.136513,61.981956,62.53405,62.60032
923,62.136513,61.95988,62.6445,62.6445
924,62.18068,62.048195,62.66659,62.777058
925,62.092354,61.89365,62.489872,62.53405
926,62.246925,62.048195,62.777058,63.04222
927,62.136513,62.004036,62.688683,62.51196
928,62.136513,61.95988,62.66659,62.6445
929,62.092354,61.95988,62.688683,62.66659
930,62.092354,61.915726,62.62241,62.66659
931,62.136513,62.20276,62.688683,62.688683
932,62.158596,62.048195,62.578228,62.688683
933,62.048195,61.95988,62.688683,62.489872
934,62.158596,61.981956,62.688683,62.423607
935,62.147552,61.981956,62.677635,62.52301
936,62.136513,61.981956,62.66659,62.62241
937,62.35735,61.628765,62.40152,62.40152
938,62.235893,61.8164,62.534058,62.50092
939,62.114433,62.004036,62.66659,62.60032
940,62.136513,61.981956,62.677635,62.611366
941,62.158596,61.95988,62.688683,62.62241
942,62.048195,61.981956,62.445694,62.158596
943,62.099716,61.996677,62.489872,62.305836
944,62.151237,62.011395,62.53405,62.45308
945,62.20276,62.026115,62.578228,62.60032
946,62.18068,62.004036,62.677643,62.489876
947,62.158596,61.981956,62.777058,62.379436
948,62.20276,62.026115,62.732872,62.622437
949,62.246925,62.070274,62.688683,62.865437
950,62.19172,62.026115,62.66659,62.655563
951,62.136513,61.981956,62.6445,62.445694
952,62.136513,62.004036,62.65555,62.47883
953,62.136513,62.026115,62.66659,62.51196
954,62.114433,61.992996,62.710777,62.60032
955,62.092354,61.95988,62.754963,62.688683
956,62.136513,62.224842,62.6445,62.84334
957,62.136513,61.95988,62.62241,62.66659
958,62.158596,61.981956,62.754963,62.688683
959,61.981956,61.805347,62.688683,62.18068
960,62.048195,62.20276,62.578228,62.66659
961,62.158596,62.070274,62.489872,62.51196
962,62.048195,62.224842,62.62241,62.821247
963,62.224842,61.981956,62.6445,62.60032
964,62.136513,61.95988,62.66659,62.556137
965,62.070274,61.981956,62.688683,62.335262
966,62.26901,61.871574,62.53405,62.578228
967,62.158596,61.628765,62.51196,62.224842
968,62.18068,61.981956,62.6445,62.578228
969,62.158596,61.95988,62.66659,62.66659
970,62.158596,62.026115,62.66659,62.578228
971,62.026115,61.95988,62.62241,62.51196
972,62.18068,61.871574,62.66659,62.66659
973,62.136513,61.89365,62.73287,62.60032
974,62.20276,61.69498,62.51196,62.489872
975,62.114433,61.9378,62.66659,62.51196
976,62.158596,61.981956,62.688683,62.60032
977,62.136513,61.78327,62.688683,62.66659
978,62.335262,61.95988,62.66659,62.489872
979,62.136513,61.628765,62.60032,62.31318
980,62.158596,61.981956,62.688683,62.60032
981,62.136513,62.048195,62.73287,62.62241
982,62.158596,62.070274,62.66659,62.688683
983,62.114433,61.95988,62.66659,62.60032
984,62.070274,62.070274,62.578228,62.688683
985,62.158596,61.89365,62.51196,62.51196
986,62.136513,61.95988,62.578228,62.489872
987,62.070274,61.95988,62.710777,62.51196
988,62.092354,61.9378,62.556137,62.31318
989,61.981956,62.026115,62.777058,62.335262
990,62.31318,62.026115,62.62241,62.688683
991,62.191727,61.992996,62.60032,62.677635
992,62.070274,61.95988,62.578228,62.66659
993,62.070274,61.981956,62.66659,62.445694
994,62.070274,61.981956,62.66659,62.47883
995,62.070274,61.981956,62.66659,62.51196
996,61.981956,61.95988,62.66659,62.84334
997,62.1034,61.992996,62.62241,62.766014
998,62.224842,62.026115,62.578228,62.688683
999,62.136513,61.78327,62.335262,62.31318
1000,62.136513,61.904694,62.578255,62.467796
1001,62.136513,62.026115,62.821247,62.62241
1002,62.136513,62.20276,62.688683,62.688683
1003,62.147552,62.037167,62.66659,62.50093
1004,62.158596,61.871574,62.6445,62.31318
1005,62.158596,61.871574,62.60032,62.412567
1006,62.158596,61.871574,62.556137,62.51196
1007,62.158596,61.915726,62.578228,62.578228
1008,62.099716,61.88629,62.578228,62.60768
1009,62.040836,61.856857,62.578228,62.63714
1010,61.981956,61.827423,62.578228,62.66659
1011,62.40152,61.981956,62.66659,62.60032
1012,62.320545,61.974598,62.703415,62.592957
1013,62.23957,61.96724,62.740234,62.58559
1014,62.158596,61.95988,62.777058,62.578228
1015,62.114433,61.95988,62.556137,62.53405
1016,62.107075,61.96724,62.615047,62.46779
1017,62.099712,61.974598,62.673958,62.401524
1018,62.092354,61.981956,62.73287,62.335262
1019,62.125473,61.981956,62.799152,62.51197
1020,62.158596,61.981956,62.865437,62.688683
1021,62.20276,62.048195,62.766014,62.799156
1022,62.246925,62.114433,62.66659,62.90963
1023,62.20276,62.037155,62.60032,62.876488
1024,62.158596,61.95988,62.53405,62.84334
1025,62.158596,61.926765,62.60032,62.721832
1026,62.158596,61.89365,62.66659,62.60032
1027,62.158596,61.937805,62.62241,62.58927
1028,62.158596,61.981956,62.578228,62.578228
1029,62.158596,61.95988,62.62241,62.578228
1030,62.136513,61.95988,62.6445,62.60032
1031,62.18068,61.95988,62.688683,62.489872
1032,62.158596,61.95988,62.578228,62.688683
1033,62.114433,61.805347,62.578228,62.158596
1034,62.246925,61.95988,62.60032,62.66659
1035,62.136513,61.915726,62.688683,62.46778
1036,62.092354,61.8495,62.489872,62.31318
1037,62.18068,61.981956,62.66659,62.578228
1038,62.335262,61.95988,62.688683,62.90963
1039,62.158596,61.981956,62.688683,62.35735
1040,62.158596,61.981956,62.688683,62.60032
1041,62.136513,61.95988,62.62241,62.821247
1042,62.18068,62.026115,62.66659,62.578228
1043,62.20276,61.78327,62.489872,62.578228
1044,62.070274,61.89365,62.51196,62.31318
1045,62.246925,61.95988,62.66659,62.6445
1046,62.092354,61.981956,62.62241,62.335262
1047,62.18068,62.004036,62.777058,62.62241
1048,62.158596,61.981956,62.754963,62.51196
1049,62.136513,61.981956,62.60032,62.46778
1050,62.136513,61.871574,62.688683,62.46778
1051,62.136513,62.246925,62.66659,62.953823
1052,62.092354,62.070274,62.66659,62.51196
1053,62.31318,61.871574,62.60032,62.66659
1054,62.114433,61.95988,62.710777,62.754963
1055,62.31318,61.871574,62.51196,62.578228
1056,62.224846,61.915726,62.545094,62.62241
1057,62.136513,61.95988,62.578228,62.66659
1058,62.070274,61.95988,62.578228,62.46778
1059,62.114433,61.95988,62.58927,62.66661
1060,62.158596,61.95988,62.60032,62.865437
1061,62.158596,61.95988,62.688683,62.51196
1062,62.136513,61.94884,62.677635,62.500916
1063,62.114433,61.9378,62.66659,62.489872
1064,62.147556,61.882614,62.57823,62.57823
1065,62.18068,61.827423,62.489872,62.66659
1066,62.136513,61.981956,62.51196,62.53405
1067,62.143875,61.974598,62.53405,62.57823
1068,62.151234,61.96724,62.556137,62.62241
1069,62.158596,61.95988,62.578228,62.66659
1070,62.158596,61.981956,62.60032,62.688683
1071,62.188038,62.011395,62.62241,62.7476
1072,62.217484,62.040836,62.6445,62.80652
1073,62.246925,62.070274,62.66659,62.865437
1074,62.291096,61.628765,62.578228,62.224842
1075,62.23221,61.72442,62.60768,62.357365
1076,62.17332,61.820072,62.63714,62.489887
1077,62.114433,61.915726,62.66659,62.62241
1078,62.125473,62.037163,62.66659,62.65555
1079,62.136513,62.158596,62.66659,62.688683
1080,62.092354,62.0482,62.62241,62.556145
1081,62.048195,61.9378,62.578228,62.423607
1082,62.125477,61.970917,62.633453,62.556145
1083,62.20276,62.004036,62.688683,62.688683
1084,62.224842,61.981956,62.58928,62.78811
1085,62.246925,61.95988,62.489872,62.887535
1086,62.136513,61.981956,62.62241,62.556137
1087,62.20276,62.004036,62.66659,62.688683
1088,62.224842,61.981956,62.62241,62.31318
1089,62.114433,61.95988,62.688683,62.46778
1090,62.136513,61.89365,62.66659,62.489872
1091,62.246925,61.981956,62.84334,62.51196
1092,62.20276,62.20276,62.66659,62.777058
1093,62.18068,61.981956,62.556137,62.578228
1094,62.136513,62.048195,62.60032,62.688683
1095,62.158596,61.95988,62.62241,62.578228
1096,62.18068,61.915726,62.66659,62.489872
1097,61.78327,61.95988,62.53405,62.865437
1098,62.224842,62.158596,62.66659,62.688683
1099,62.136513,61.981956,62.578228,62.489872
1100,62.092354,62.158596,62.6445,62.688683
1101,62.20276,62.026115,62.66659,62.556137
1102,62.224842,61.95988,62.31318,62.66659
1103,62.070274,61.8495,62.60032,62.31318
1104,62.136513,61.981956,62.60032,62.556137
1105,62.158596,62.026115,62.60032,62.6445
1106,62.20276,61.981956,62.66659,62.489872
1107,62.18068,61.739124,62.335262,62.489872
1108,62.246925,61.95988,62.379436,62.578228
1109,62.224842,61.827423,62.66659,62.40152
1110,62.20276,62.048195,62.84334,62.865437
1111,62.070274,61.871574,62.688683,62.556137
1112,62.31318,62.136513,62.6445,62.66659
1113,62.092354,61.981956,62.777058,62.379436
1114,62.114433,62.004036,62.6445,62.51196
1115,62.246925,61.95988,62.754963,62.93173
1116,62.246925,61.981956,62.66659,62.53405
1117,62.092354,62.070274,62.66659,62.46778
1118,62.18068,62.224842,62.66659,62.865437
1119,62.092354,61.981956,62.53405,62.489872
1120,62.092354,61.78327,62.688683,62.246925
1121,62.158596,61.8495,62.66659,62.6445
1122,62.19172,61.915726,62.65555,62.52301
1123,62.224842,61.981956,62.6445,62.40152
1124,62.136513,61.95988,62.821247,62.66659
1125,62.18068,61.915726,62.74392,62.62241
1126,62.224842,61.871574,62.66659,62.578228
1127,62.136513,61.871574,62.62241,62.489872
1128,62.092354,61.926765,62.65555,62.523003
1129,62.048195,61.981956,62.688683,62.556137
1130,62.20276,61.981956,62.6445,62.46778
1131,62.18068,62.026115,62.66659,62.53405
1132,62.158596,62.070274,62.688683,62.60032
1133,62.158596,61.981956,62.66659,62.51196
1134,62.213802,62.059235,62.66659,62.75499
1135,62.26901,62.136513,62.66659,62.99802
1136,62.114433,61.981956,62.688683,62.51196
1137,62.18068,62.015076,62.710777,62.64451
1138,62.246925,62.048195,62.73287,62.777058
1139,62.20276,62.037155,62.666595,62.721825
1140,62.158596,62.026115,62.60032,62.66659
1141,62.136513,62.070274,62.688683,62.51196
1142,62.129154,62.040836,62.673954,62.416252
1143,62.12179,62.011395,62.65923,62.32055
1144,62.114433,61.981956,62.6445,62.224842
1145,62.048195,61.981956,62.84334,62.6445
1146,62.092358,61.974598,62.75497,62.651863
1147,62.136517,61.96724,62.6666,62.65923
1148,62.18068,61.95988,62.578228,62.66659
1149,62.16964,61.970917,62.62241,62.677635
1150,62.158596,61.981956,62.66659,62.688683
1151,62.147552,61.970917,62.688683,62.677635
1152,62.136513,61.95988,62.710777,62.66659
1153,62.059235,62.004036,62.67764,62.500927
1154,61.981956,62.048195,62.6445,62.335262
1155,62.1034,62.004036,62.57823,62.500927
1156,62.224842,61.95988,62.51196,62.66659
1157,62.18068,61.970917,62.545094,62.57823
1158,62.136513,61.981956,62.578228,62.489872
1159,62.158596,61.94884,62.633453,62.489872
1160,62.18068,61.915726,62.688683,62.489872
1161,62.125477,61.937805,62.688683,62.500916
1162,62.070274,61.95988,62.688683,62.51196
1163,62.20276,61.95988,62.60032,62.821247
1164,62.335262,61.95988,62.66659,62.6445
1165,62.158596,61.981956,62.60032,62.489872
1166,62.158596,62.004036,62.688683,62.46778
1167,62.224842,62.092354,62.66659,62.53405
1168,62.246925,61.95988,62.53405,62.66659
1169,62.136513,62.158596,62.445694,62.710777
1170,62.070274,62.004036,62.489872,62.51196
1171,62.158596,61.981956,62.754963,62.40152
1172,62.158596,62.004036,62.60032,62.60032
1173,62.18068,61.871574,62.51196,62.578228
1174,62.158596,62.026115,62.821247,62.688683
1175,62.20276,61.95988,62.6445,62.66659
1176,62.048195,61.981956,62.688683,62.335262
1177,62.246925,61.981956,62.754963,62.60032
1178,62.26901,62.224842,62.53405,62.99802
1179,62.246925,61.69498,62.66659,62.489872
1180,62.246925,61.981956,62.688683,62.51196
1181,62.026115,61.981956,62.688683,62.51196
1182,62.114433,62.026115,62.688683,62.865437
1183,62.224842,62.114433,62.66659,62.777058
1184,62.136513,61.95988,62.73287,62.62241
1185,62.158596,61.78327,62.6445,62.31318
1186,62.158596,61.95988,62.66659,62.66659
1187,62.158596,61.95988,62.754963,62.53405
1188,62.136513,61.89365,62.66659,62.46778
1189,62.136513,61.95988,62.66659,62.51196
1190,62.158596,62.026115,62.73287,62.688683
1191,62.114433,61.981956,62.66659,62.31318
1192,62.18068,62.026115,62.688683,62.62241
1193,62.445694,62.158596,62.66659,63.02012
1194,62.246925,61.95988,62.710777,62.578228
1195,62.136513,61.981956,62.66659,62.31318
1196,62.158596,61.95988,62.556137,62.66659
1197,62.224842,61.981956,62.66659,62.710777
1198,62.224842,61.78327,62.66659,62.31318
1199,62.158596,62.048195,62.66659,62.60032
1200,62.158596,62.048195,62.66659,62.58927
1201,62.158596,62.048195,62.66659,62.578228
1202,62.114433,61.981956,62.66659,62.335262
1203,62.136513,61.981956,62.677635,62.434654
1204,62.158596,61.981956,62.688683,62.53405
1205,62.20276,62.18068,62.53405,62.953823
1206,62.235886,62.070282,62.60032,62.810207
1207,62.26901,61.95988,62.66659,62.66659
1208,62.18068,61.981956,62.66659,62.51196
1209,62.213802,62.026115,62.688683,62.63346
1210,62.246925,62.070274,62.710777,62.754963
1211,62.158596,61.915726,62.688683,62.578228
1212,62.158596,61.97092,62.754967,62.633453
1213,62.158596,62.026115,62.821247,62.688683
1214,62.19172,62.114437,62.754967,62.754967
1215,62.224842,62.20276,62.688683,62.821247
1216,62.158596,62.026115,62.73287,62.6445
1217,62.18068,62.081314,62.69973,62.777065
1218,62.20276,62.136513,62.66659,62.90963
1219,62.158596,61.981956,62.777058,62.556137
1220,62.23221,62.040836,62.784424,62.718166
1221,62.305824,62.099716,62.791786,62.88019
1222,62.379436,62.158596,62.799152,63.04222
1223,62.092354,62.092354,62.66659,62.73287
1224,62.129154,62.048195,62.673954,62.740234
1225,62.16596,62.00404,62.68132,62.747597
1226,62.20276,61.95988,62.688683,62.754963
1227,62.158596,61.970917,62.677635,62.589287
1228,62.114433,61.981956,62.66659,62.423607
1229,62.18068,61.981956,62.66659,62.511963
1230,62.246925,61.981956,62.66659,62.60032
1231,62.19172,62.015076,62.66659,62.6445
1232,62.136513,62.048195,62.66659,62.688683
1233,62.213806,61.948845,62.677635,62.5451
1234,62.291096,61.8495,62.688683,62.40152
1235,62.31318,62.158596,62.335262,62.84334
1236,62.114433,62.026115,62.73287,62.46778
1237,62.246925,61.871574,62.66659,62.688683
1238,62.158596,62.070274,62.66659,62.688683
1239,62.070274,61.981956,62.66659,62.335262
1240,62.246925,61.981956,62.688683,62.578228
1241,62.20276,61.95988,62.489872,62.66659
1242,62.158596,61.9378,62.578228,62.66659
1243,62.224842,61.95988,62.62241,62.90963
1244,62.048195,62.158596,62.688683,62.688683
1245,62.20276,62.114433,62.710777,62.60032
1246,62.048195,61.981956,62.66659,62.423607
1247,62.070274,61.95988,62.6445,62.46778
1248,62.136513,62.004036,62.688683,62.688683
1249,62.136513,62.004036,62.6445,62.62241
1250,62.18068,61.89365,62.688683,62.40152
1251,62.18068,61.981956,62.66659,62.60032
1252,62.31318,61.981956,62.688683,62.688683
1253,62.136513,61.95988,62.62241,62.710777
