,anomaly
1869,45.779114
1870,45.71045
1871,45.715027
1872,45.70587
1873,45.646362
1874,45.600586
1875,45.68756
1876,45.70587
1877,45.856934
1878,45.834045
1879,45.74707
1880,45.63263
1881,45.67383
1882,45.756226
1883,45.797424
1884,45.811157
1885,45.779114
1886,45.733337
1887,45.63263
1888,45.550232
1889,45.577698
1890,45.60974
1891,45.65094
1892,45.67383
1893,45.678406
1894,45.664673
1895,45.637207
1896,45.664673
1897,45.701294
1898,45.660095
1899,45.545654
1900,45.618896
1901,45.66925
1902,45.74707
1903,45.74707
1904,45.600586
1905,45.527344
1906,45.618896
1907,45.646362
1908,45.618896
1909,45.527344
1910,45.618896
1911,45.67383
1912,45.69214
1913,45.655518
1914,45.60974
1915,45.646362
1916,45.65094
1917,45.67383
1918,45.65094
1919,45.67383
1920,45.57312
1921,45.600586
1922,45.637207
1923,45.67383
1924,45.65094
1925,45.678406
1926,45.701294
1927,45.678406
1928,45.74707
1929,45.78369
1930,45.605164
1931,45.527344
1932,45.509033
1933,45.55481
1934,45.61432
1935,45.660095
1936,45.76996
1937,45.834045
1938,45.733337
1939,45.59601
1940,45.550232
1941,45.59601
1942,45.600586
1943,45.586853
1944,45.71045
1945,45.67383
1946,45.65094
1947,45.618896
1948,45.600586
1949,45.637207
1950,45.618896
1951,45.61432
1952,45.563965
1953,45.59601
1954,45.563965
1955,45.563965
1956,45.490723
1957,45.4541
1958,45.522766
1959,45.60974
1960,45.61432
1961,45.59601
1962,45.637207
1963,45.637207
1964,45.66925
1965,45.655518
1966,45.646362
1967,45.568542
1968,45.509033
1969,45.522766
1970,45.60974
1971,45.623474
1972,45.66925
1973,45.618896
1974,45.582275
1975,45.637207
1976,45.559387
1977,45.522766
1978,45.522766
1979,45.559387
1980,45.59601
1981,45.559387
1982,45.449524
1983,45.408325
1984,45.403748
1985,45.51819
1986,45.522766
1987,45.5365
1988,45.600586
1989,45.641785
1990,45.59143
1991,45.61432
1992,45.563965
1993,45.463257
1994,45.509033
1995,45.600586
1996,45.682983
1997,45.69214
1998,45.68756
1999,45.724182
2000,45.66925
2001,45.600586
2002,45.660095
2003,45.67383
2004,45.63263
2005,45.63263
2006,45.527344
2007,45.486145
2008,45.486145
2009,45.527344
2010,45.59601
2011,45.568542
2012,45.618896
2013,45.63263
2014,45.678406
2015,45.724182
2016,45.74707
2017,45.67383
2018,45.641785
2019,45.641785
2020,45.618896
2021,45.582275
2022,45.65094
2023,45.600586
2024,45.559387
2025,45.600586
2026,45.63263
2027,45.701294
2028,45.641785
2029,45.742493
2030,45.69214
2031,45.61432
2032,45.646362
2033,45.69214
2034,45.62805
2035,45.559387
2036,45.55481
2037,45.605164
2038,45.59143
2039,45.59601
2040,45.586853
2041,45.586853
2042,45.68756
2043,45.742493
2044,45.76538
2045,45.80658
2046,45.70587
2047,45.586853
2048,45.568542
2049,45.600586
2050,45.5365
2051,45.522766
2052,45.490723
2053,45.522766
2054,45.449524
2055,45.490723
2056,45.61432
2057,45.67383
2058,45.623474
2059,45.59143
2060,45.559387
2061,45.481567
2062,45.600586
2063,45.65094
2064,45.65094
2065,45.59143
2066,45.527344
2067,45.655518
2068,45.66925
2069,45.660095
2070,45.71045
2071,45.742493
2072,45.742493
2073,45.70587
2074,45.646362
2075,45.646362
2076,45.67383
2077,45.682983
2078,45.68756
2079,45.66925
2080,45.67383
2081,45.715027
2082,45.74707
2083,45.70587
2084,45.68756
2085,45.71045
2086,45.72876
2087,45.66925
2088,45.59143
2089,45.559387
2090,45.586853
2091,45.71045
2092,45.696716
2093,45.719604
2094,45.660095
2095,45.600586
2096,45.618896
2097,45.696716
2098,45.559387
2099,45.490723
2100,45.522766
2101,45.60974
2102,45.62805
2103,45.655518
2104,45.72876
2105,45.618896
2106,45.637207
2107,45.637207
2108,45.69214
2109,45.67383
2110,45.715027
2111,45.68756
2112,45.623474
2113,45.600586
2114,45.72876
2115,45.719604
2116,45.660095
2117,45.65094
2118,45.67383
2119,45.701294
2120,45.760803
2121,45.70587
2122,45.66925
2123,45.66925
2124,45.69214
2125,45.71045
2126,45.756226
2127,45.655518
2128,45.568542
2129,45.600586
2130,45.600586
2131,45.563965
2132,45.582275
2133,45.582275
2134,45.563965
2135,45.59143
2136,45.527344
2137,45.472412
2138,45.463257
2139,45.509033
2140,45.559387
2141,45.527344
2142,45.582275
2143,45.68756
2144,45.59143
2145,45.527344
2146,45.559387
2147,45.655518
2148,45.664673
2149,45.61432
2150,45.586853
2151,45.522766
2152,45.509033
2153,45.472412
2154,45.53192
2155,45.563965
2156,45.563965
2157,45.490723
2158,45.637207
2159,45.59601
2160,45.51819
2161,45.4541
2162,45.45868
2163,45.467834
2164,45.486145
2165,45.51819
2166,45.51361
2167,45.623474
2168,45.71045
2169,45.724182
2170,45.641785
2171,45.600586
2172,45.582275
2173,45.59143
2174,45.59143
2175,45.550232
2176,45.623474
2177,45.760803
2178,45.80658
2179,45.820312
2180,45.66925
2181,45.59601
2182,45.509033
2183,45.37628
2184,45.4541
2185,45.522766
2186,45.655518
2187,45.678406
2188,45.660095
2189,45.67383
2190,45.69214
2191,45.66925
2192,45.724182
2193,45.74707
2194,45.68756
2195,45.68756
2196,45.74707
2197,45.696716
2198,45.774536
2199,45.719604
2200,45.67383
2201,45.61432
2202,45.63263
2203,45.751648
2204,45.737915
2205,45.655518
2206,45.61432
2207,45.62805
2208,45.67383
2209,45.733337
2210,45.65094
2211,45.646362
2212,45.59601
2213,45.563965
2214,45.527344
2215,45.66925
2216,45.637207
2217,45.63263
2218,45.618896
2219,45.522766
2220,45.431213
2221,45.509033
2222,45.541077
2223,45.55481
2224,45.563965
2225,45.522766
2226,45.522766
2227,45.541077
2228,45.545654
2229,45.59143
2230,45.600586
2231,45.582275
2232,45.59601
2233,45.66925
2234,45.63263
2235,45.59601
2236,45.57312
2237,45.68756
2238,45.67383
2239,45.72876
2240,45.682983
2241,45.65094
2242,45.664673
2243,45.618896
2244,45.641785
2245,45.724182
2246,45.66925
2247,45.623474
2248,45.62805
2249,45.637207
2250,45.655518
2251,45.618896
2252,45.600586
2253,45.61432
2254,45.53192
2255,45.563965
2256,45.59601
2257,45.66925
2258,45.68756
2259,45.655518
2260,45.522766
2261,45.51361
2262,45.522766
2263,45.467834
2264,45.486145
2265,45.509033
2266,45.582275
2267,45.646362
2268,45.63263
2269,45.586853
2270,45.582275
2271,45.577698
2272,45.577698
2273,45.55481
2274,45.4953
2275,45.4541
2276,45.522766
2277,45.637207
2278,45.641785
2279,45.637207
2280,45.719604
2281,45.68756
2282,45.623474
2283,45.646362
2284,45.72876
2285,45.701294
2286,45.71045
2287,45.66925
2288,45.66925
2289,45.637207
2290,45.59143
2291,45.59601
2292,45.655518
2293,45.563965
2294,45.55481
2295,45.646362
2296,45.66925
2297,45.660095
2298,45.74707
2299,45.829468
2300,45.811157
2301,45.78369
2302,45.76996
2303,45.756226
2304,45.68756
2305,45.61432
2306,45.59143
2307,45.61432
2308,45.682983
2309,45.66925
2310,45.637207
2311,45.586853
2312,45.4953
2313,45.43579
2314,45.467834
2315,45.5365
2316,45.59601
2317,45.55481
2318,45.63263
2319,45.701294
2320,45.63263
2321,45.568542
2322,45.733337
2323,45.742493
2324,45.660095
2325,45.61432
2326,45.522766
2327,45.5365
2328,45.527344
2329,45.522766
2330,45.563965
2331,45.5365
2332,45.490723
2333,45.559387
2334,45.541077
2335,45.522766
2336,45.504456
2337,45.527344
2338,45.499878
2339,45.490723
2340,45.467834
2341,45.43579
2342,45.449524
2343,45.527344
2344,45.53192
2345,45.545654
2346,45.59601
2347,45.577698
2348,45.57312
2349,45.66925
2350,45.74707
2351,45.742493
2352,45.67383
2353,45.600586
2354,45.605164
2355,45.66925
2356,45.66925
2357,45.641785
2358,45.63263
2359,45.59601
2360,45.618896
2361,45.66925
2362,45.69214
2363,45.660095
2364,45.63263
2365,45.522766
2366,45.527344
2367,45.60974
2368,45.68756
2369,45.70587
2370,45.71045
2371,45.66925
2372,45.618896
2373,45.67383
2374,45.68756
2375,45.682983
2376,45.66925
2377,45.66925
2378,45.71045
2379,45.67383
2380,45.605164
2381,45.63263
2382,45.67383
2383,45.72876
2384,45.63263
2385,45.605164
2386,45.55481
2387,45.5365
2388,45.426636
2389,45.4541
2390,45.522766
2391,45.618896
2392,45.641785
2393,45.51819
2394,45.4541
2395,45.463257
2396,45.559387
2397,45.582275
2398,45.605164
2399,45.65094
2400,45.65094
2401,45.559387
2402,45.559387
2403,45.586853
2404,45.55481
2405,45.51361
2406,45.509033
2407,45.509033
2408,45.600586
2409,45.63263
2410,45.655518
2411,45.660095
2412,45.664673
2413,45.623474
2414,45.61432
2415,45.641785
2416,45.63263
2417,45.605164
2418,45.59143
2419,45.545654
2420,45.481567
2421,45.44037
2422,45.504456
2423,45.522766
2424,45.467834
2425,45.504456
2426,45.39917
2427,45.41748
2428,45.431213
2429,45.490723
2430,45.504456
2431,45.472412
2432,45.504456
2433,45.568542
2434,45.618896
2435,45.59601
2436,45.53192
2437,45.527344
2438,45.600586
2439,45.623474
2440,45.59601
2441,45.55481
2442,45.563965
2443,45.600586
2444,45.664673
2445,45.742493
2446,45.76538
2447,45.74707
2448,45.60974
2449,45.53192
2450,45.600586
2451,45.696716
2452,45.774536
2453,45.68756
2454,45.71045
2455,45.742493
2456,45.69214
2457,45.57312
2458,45.71045
2459,45.72876
2460,45.678406
2461,45.660095
2462,45.67383
2463,45.66925
2464,45.66925
2465,45.724182
2466,45.696716
2467,45.623474
2468,45.664673
2469,45.618896
2470,45.582275
2471,45.68756
2472,45.682983
2473,45.53192
2474,45.559387
2475,45.65094
2476,45.59601
2477,45.577698
2478,45.62805
2479,45.637207
2480,45.715027
2481,45.737915
2482,45.618896
2483,45.545654
2484,45.522766
2485,45.59143
2486,45.486145
2487,45.51361
2488,45.51819
2489,45.504456
2490,45.527344
2491,45.4953
2492,45.545654
2493,45.522766
2494,45.53192
2495,45.467834
2496,45.51361
2497,45.509033
2498,45.527344
2499,45.522766
2500,45.522766
2501,45.563965
2502,45.600586
2503,45.682983
2504,45.655518
2505,45.618896
2506,45.701294
2507,45.802002
2508,45.797424
2509,45.74707
2510,45.797424
2511,45.76538
2512,45.78369
2513,45.829468
2514,45.875244
2515,45.86151
2516,45.802002
2517,45.65094
2518,45.62805
2519,45.637207
2520,45.550232
2521,45.550232
2522,45.70587
2523,45.655518
2524,45.66925
2525,45.66925
2526,45.59601
2527,45.527344
2528,45.57312
2529,45.550232
2530,45.509033
2531,45.44037
2532,45.449524
2533,45.545654
2534,45.57312
2535,45.61432
2536,45.655518
2537,45.660095
2538,45.586853
2539,45.527344
2540,45.568542
2541,45.582275
2542,45.509033
2543,45.600586
2544,45.559387
2545,45.59143
2546,45.563965
2547,45.527344
2548,45.499878
2549,45.563965
2550,45.61432
2551,45.550232
2552,45.550232
2553,45.577698
2554,45.618896
2555,45.59601
2556,45.61432
2557,45.5365
2558,45.637207
2559,45.67383
2560,45.65094
2561,45.69214
2562,45.605164
2563,45.61432
2564,45.600586
2565,45.67383
2566,45.66925
2567,45.57312
2568,45.53192
2569,45.59601
2570,45.69214
2571,45.623474
2572,45.600586
2573,45.637207
2574,45.641785
2575,45.65094
2576,45.664673
2577,45.660095
2578,45.59601
2579,45.57312
2580,45.577698
2581,45.568542
2582,45.655518
2583,45.69214
2584,45.67383
2585,45.71045
2586,45.63263
2587,45.59601
2588,45.696716
2589,45.751648
2590,45.751648
2591,45.74707
2592,45.71045
2593,45.66925
2594,45.641785
2595,45.59143
2596,45.522766
2597,45.59601
2598,45.63263
2599,45.586853
2600,45.522766
2601,45.545654
2602,45.664673
2603,45.72876
2604,45.742493
2605,45.742493
2606,45.637207
2607,45.61432
2608,45.67383
2609,45.655518
2610,45.637207
2611,45.67383
2612,45.696716
2613,45.67383
2614,45.66925
2615,45.577698
2616,45.522766
2617,45.527344
2618,45.563965
2619,45.582275
2620,45.65094
2621,45.71045
2622,45.67383
2623,45.586853
2624,45.550232
2625,45.59601
2626,45.637207
2627,45.563965
2628,45.61432
2629,45.623474
2630,45.63263
2631,45.600586
2632,45.577698
2633,45.600586
2634,45.59601
2635,45.660095
2636,45.70587
2637,45.756226
2638,45.71045
2639,45.618896
2640,45.637207
2641,45.66925
2642,45.637207
2643,45.568542
2644,45.577698
2645,45.559387
2646,45.582275
2647,45.600586
2648,45.67383
2649,45.655518
2650,45.600586
2651,45.522766
2652,45.660095
2653,45.65094
2654,45.545654
2655,45.51361
2656,45.59601
2657,45.69214
2658,45.67383
2659,45.618896
2660,45.568542
2661,45.605164
2662,45.66925
2663,45.71045
2664,45.733337
2665,45.67383
2666,45.61432
2667,45.586853
2668,45.545654
2669,45.59601
2670,45.67383
2671,45.66925
2672,45.637207
2673,45.600586
2674,45.66925
2675,45.59601
2676,45.577698
2677,45.63263
2678,45.605164
2679,45.527344
2680,45.4953
2681,45.527344
2682,45.559387
2683,45.51819
2684,45.504456
2685,45.472412
2686,45.623474
2687,45.646362
2688,45.67383
2689,45.70587
2690,45.66925
2691,45.68756
2692,45.66925
2693,45.66925
2694,45.71045
2695,45.600586
2696,45.600586
2697,45.618896
2698,45.67383
2699,45.67383
2700,45.68756
2701,45.742493
2702,45.779114
2703,45.733337
2704,45.701294
2705,45.66925
2706,45.600586
2707,45.563965
2708,45.582275
2709,45.63263
2710,45.545654
2711,45.559387
2712,45.550232
2713,45.577698
2714,45.5365
2715,45.59601
2716,45.646362
2717,45.682983
2718,45.74707
2719,45.69214
2720,45.68756
2721,45.67383
2722,45.67383
2723,45.582275
2724,45.62805
2725,45.655518
2726,45.737915
2727,45.779114
2728,45.742493
2729,45.724182
2730,45.60974
2731,45.61432
2732,45.67383
2733,45.74707
2734,45.70587
2735,45.63263
2736,45.655518
2737,45.67383
2738,45.71045
2739,45.67383
2740,45.59143
2741,45.618896
2742,45.522766
2743,45.51361
2744,45.618896
2745,45.63263
2746,45.59601
2747,45.61432
2748,45.646362
2749,45.59601
2750,45.527344
2751,45.582275
2752,45.696716
2753,45.701294
2754,45.57312
2755,45.527344
2756,45.541077
2757,45.545654
2758,45.559387
2759,45.522766
2760,45.4541
2761,45.43579
2762,45.55481
2763,45.67383
2764,45.74707
2765,45.733337
2766,45.63263
2767,45.59601
2768,45.62805
2769,45.618896
2770,45.68756
2771,45.724182
2772,45.69214
2773,45.637207
2774,45.568542
2775,45.577698
2776,45.586853
2777,45.69214
2778,45.682983
2779,45.605164
2780,45.5365
2781,45.563965
2782,45.61432
2783,45.646362
2784,45.69214
2785,45.59601
2786,45.62805
2787,45.68756
2788,45.76538
2789,45.70587
2790,45.586853
2791,45.600586
2792,45.568542
2793,45.600586
2794,45.600586
2795,45.63263
2796,45.618896
2797,45.641785
2798,45.664673
2799,45.682983
2800,45.678406
2801,45.60974
2802,45.605164
2803,45.637207
2804,45.641785
2805,45.59601
2806,45.59143
2807,45.57312
2808,45.65094
2809,45.678406
2810,45.71045
2811,45.742493
2812,45.637207
2813,45.527344
2814,45.486145
2815,45.541077
2816,45.59601
2817,45.61432
2818,45.559387
2819,45.563965
2820,45.59601
2821,45.637207
2822,45.696716
2823,45.577698
2824,45.545654
2825,45.62805
2826,45.618896
2827,45.59601
2828,45.527344
2829,45.522766
2830,45.47699
2831,45.472412
2832,45.481567
2833,45.527344
2834,45.486145
2835,45.509033
2836,45.4953
2837,45.550232
2838,45.57312
2839,45.60974
2840,45.55481
2841,45.522766
2842,45.527344
2843,45.66925
2844,45.59601
2845,45.559387
2846,45.623474
2847,45.715027
2848,45.67383
2849,45.67383
2850,45.618896
2851,45.605164
2852,45.660095
2853,45.660095
2854,45.618896
2855,45.600586
2856,45.61432
2857,45.563965
2858,45.541077
2859,45.623474
2860,45.66925
2861,45.618896
2862,45.563965
2863,45.63263
2864,45.59601
2865,45.577698
2866,45.618896
2867,45.65094
2868,45.618896
2869,45.618896
2870,45.605164
2871,45.637207
2872,45.53192
2873,45.486145
2874,45.563965
2875,45.618896
2876,45.637207
2877,45.65094
2878,45.57312
2879,45.582275
2880,45.559387
2881,45.63263
2882,45.682983
2883,45.67383
2884,45.600586
2885,45.559387
2886,45.59601
2887,45.655518
2888,45.61432
2889,45.637207
2890,45.756226
2891,45.72876
2892,45.67383
2893,45.71045
2894,45.68756
2895,45.67383
2896,45.63263
2897,45.641785
2898,45.577698
2899,45.509033
2900,45.481567
2901,45.545654
2902,45.63263
2903,45.5365
2904,45.509033
2905,45.563965
2906,45.60974
2907,45.563965
2908,45.545654
2909,45.559387
2910,45.509033
2911,45.55481
2912,45.559387
2913,45.59601
2914,45.559387
2915,45.504456
2916,45.43579
2917,45.444946
2918,45.504456
2919,45.582275
2920,45.541077
2921,45.509033
2922,45.41748
2923,45.403748
2924,45.37628
2925,45.408325
2926,45.486145
2927,45.509033
2928,45.53192
2929,45.522766
2930,45.4953
2931,45.4541
2932,45.600586
2933,45.637207
2934,45.65094
2935,45.76538
2936,45.76538
2937,45.71045
2938,45.618896
2939,45.605164
2940,45.527344
2941,45.545654
2942,45.550232
2943,45.527344
2944,45.486145
2945,45.490723
2946,45.522766
2947,45.618896
2948,45.637207
2949,45.696716
2950,45.742493
2951,45.70587
2952,45.69214
2953,45.66925
2954,45.655518
2955,45.600586
2956,45.63263
2957,45.69214
2958,45.655518
2959,45.69214
2960,45.742493
2961,45.664673
2962,45.67383
2963,45.724182
2964,45.682983
2965,45.61432
2966,45.509033
2967,45.51361
2968,45.463257
2969,45.45868
2970,45.44037
2971,45.39917
2972,45.367126
2973,45.41748
2974,45.486145
2975,45.57312
2976,45.527344
2977,45.431213
2978,45.47699
2979,45.504456
2980,45.541077
2981,45.541077
2982,45.61432
2983,45.623474
2984,45.641785
2985,45.655518
2986,45.55481
2987,45.559387
2988,45.582275
2989,45.577698
2990,45.63263
2991,45.660095
2992,45.605164
2993,45.65094
2994,45.67383
2995,45.618896
2996,45.605164
2997,45.586853
2998,45.655518
2999,45.696716
