,anomaly
699,45.63263
700,45.53192
701,45.59601
702,45.733337
703,45.742493
704,45.71045
705,45.67383
706,45.59601
707,45.59601
708,45.577698
709,45.559387
710,45.57312
711,45.660095
712,45.67383
713,45.582275
714,45.527344
715,45.499878
716,45.32135
717,45.28473
718,45.38086
719,45.431213
720,45.403748
721,45.43579
722,45.42206
723,45.527344
724,45.641785
725,45.664673
726,45.67383
727,45.724182
728,45.70587
729,45.696716
730,45.63263
731,45.637207
732,45.582275
733,45.53192
734,45.641785
735,45.70587
736,45.65094
737,45.63263
738,45.600586
739,45.57312
740,45.637207
741,45.724182
742,45.78827
743,45.815735
744,45.682983
745,45.66925
746,45.66925
747,45.67383
748,45.664673
749,45.637207
750,45.637207
751,45.568542
752,45.59143
753,45.69214
754,45.74707
755,45.719604
756,45.69214
757,45.67383
758,45.637207
759,45.586853
760,45.618896
761,45.600586
762,45.59601
763,45.637207
764,45.682983
765,45.637207
766,45.582275
767,45.637207
768,45.682983
769,45.59601
770,45.4953
771,45.51361
772,45.59601
773,45.527344
774,45.486145
775,45.45868
776,45.541077
777,45.472412
778,45.499878
779,45.527344
780,45.527344
781,45.463257
782,45.426636
783,45.504456
784,45.53192
785,45.563965
786,45.563965
787,45.504456
788,45.490723
789,45.59143
790,45.66925
791,45.655518
792,45.67383
793,45.66925
794,45.582275
795,45.63263
796,45.779114
797,45.66925
798,45.605164
799,45.527344
800,45.490723
801,45.509033
802,45.545654
803,45.664673
804,45.655518
805,45.61432
806,45.641785
807,45.67383
808,45.664673
809,45.600586
810,45.637207
811,45.67383
812,45.682983
813,45.59601
814,45.5365
815,45.59601
816,45.63263
817,45.61432
818,45.568542
819,45.637207
820,45.742493
821,45.72876
822,45.66925
823,45.66925
824,45.646362
825,45.61432
826,45.66925
827,45.71045
828,45.618896
829,45.550232
830,45.61432
831,45.61432
832,45.5365
833,45.568542
834,45.59601
835,45.57312
836,45.490723
837,45.481567
838,45.51819
839,45.66925
840,45.71045
841,45.637207
842,45.618896
843,45.600586
844,45.605164
845,45.559387
846,45.559387
847,45.61432
848,45.678406
849,45.682983
850,45.67383
851,45.637207
852,45.760803
853,45.797424
854,45.71045
855,45.637207
856,45.678406
857,45.664673
858,45.646362
859,45.637207
860,45.527344
861,45.527344
862,45.582275
863,45.600586
864,45.527344
865,45.486145
866,45.385437
867,45.348816
868,45.371704
869,45.449524
870,45.4953
871,45.44037
872,45.412903
873,45.522766
874,45.568542
875,45.522766
876,45.527344
877,45.545654
878,45.509033
879,45.472412
880,45.33966
881,45.431213
882,45.504456
883,45.527344
884,45.545654
885,45.53192
886,45.5365
887,45.66925
888,45.701294
889,45.760803
890,45.618896
891,45.545654
892,45.527344
893,45.600586
894,45.600586
895,45.637207
896,45.70587
897,45.742493
898,45.724182
899,45.67383
900,45.637207
901,45.637207
902,45.678406
903,45.760803
904,45.71045
905,45.72876
906,45.71045
907,45.68756
908,45.655518
909,45.66925
910,45.742493
911,45.74707
912,45.641785
913,45.577698
914,45.61432
915,45.61432
916,45.47699
917,45.51819
918,45.559387
919,45.59601
920,45.59601
921,45.61432
922,45.59601
923,45.660095
924,45.59601
925,45.618896
926,45.660095
927,45.67383
928,45.600586
929,45.55481
930,45.61432
931,45.74707
932,45.65094
933,45.563965
934,45.563965
935,45.472412
936,45.444946
937,45.509033
938,45.5365
939,45.472412
940,45.490723
941,45.527344
942,45.623474
943,45.568542
944,45.47699
945,45.527344
946,45.53192
947,45.559387
948,45.559387
949,45.4953
950,45.55481
951,45.61432
952,45.59601
953,45.563965
954,45.51819
955,45.509033
956,45.618896
957,45.522766
958,45.527344
959,45.568542
960,45.55481
961,45.541077
962,45.563965
963,45.618896
964,45.618896
965,45.66925
966,45.59601
967,45.646362
968,45.65094
969,45.66925
970,45.623474
971,45.63263
972,45.70587
973,45.67383
974,45.65094
975,45.618896
976,45.646362
977,45.586853
978,45.63263
979,45.62805
980,45.72876
981,45.74707
982,45.78369
983,45.724182
984,45.655518
985,45.646362
986,45.67383
987,45.72876
988,45.655518
989,45.559387
990,45.541077
991,45.600586
992,45.637207
993,45.522766
994,45.509033
995,45.472412
996,45.486145
997,45.4541
998,45.449524
999,45.4541
1000,45.499878
1001,45.490723
1002,45.541077
1003,45.5365
1004,45.545654
1005,45.568542
1006,45.541077
1007,45.51361
1008,45.51361
1009,45.577698
1010,45.563965
1011,45.53192
1012,45.51819
1013,45.481567
1014,45.499878
1015,45.577698
1016,45.582275
1017,45.577698
1018,45.4953
1019,45.51361
1020,45.63263
1021,45.600586
1022,45.582275
1023,45.60974
1024,45.600586
1025,45.577698
1026,45.623474
1027,45.70587
1028,45.67383
1029,45.655518
1030,45.62805
1031,45.545654
1032,45.550232
1033,45.605164
1034,45.61432
1035,45.63263
1036,45.568542
1037,45.655518
1038,45.563965
1039,45.582275
1040,45.59601
1041,45.618896
1042,45.67383
1043,45.71045
1044,45.701294
1045,45.67383
1046,45.715027
1047,45.74707
1048,45.66925
1049,45.637207
1050,45.637207
1051,45.664673
1052,45.618896
1053,45.600586
1054,45.61432
1055,45.59601
1056,45.527344
1057,45.504456
1058,45.51819
1059,45.490723
1060,45.563965
1061,45.682983
1062,45.655518
1063,45.600586
1064,45.563965
1065,45.55481
1066,45.66925
1067,45.742493
1068,45.74707
1069,45.71045
1070,45.69214
1071,45.67383
1072,45.67383
1073,45.618896
1074,45.70587
1075,45.76538
1076,45.696716
1077,45.646362
1078,45.69214
1079,45.618896
1080,45.618896
1081,45.655518
1082,45.637207
1083,45.68756
1084,45.78827
1085,45.779114
1086,45.67383
1087,45.600586
1088,45.527344
1089,45.522766
1090,45.637207
1091,45.660095
1092,45.59601
1093,45.568542
1094,45.637207
1095,45.701294
1096,45.67383
1097,45.60974
1098,45.59601
1099,45.527344
1100,45.51361
1101,45.57312
1102,45.582275
1103,45.59601
1104,45.637207
1105,45.641785
1106,45.62805
1107,45.577698
1108,45.577698
1109,45.541077
1110,45.486145
1111,45.51361
1112,45.4953
1113,45.563965
1114,45.586853
1115,45.605164
1116,45.664673
1117,45.760803
1118,45.69214
1119,45.467834
1120,45.367126
1121,45.426636
1122,45.44037
1123,45.522766
1124,45.582275
1125,45.60974
1126,45.67383
1127,45.67383
1128,45.63263
1129,45.70587
1130,45.76996
1131,45.742493
1132,45.737915
1133,45.646362
1134,45.61432
1135,45.682983
1136,45.724182
1137,45.74707
1138,45.68756
1139,45.59601
1140,45.618896
1141,45.67383
1142,45.802002
1143,45.802002
1144,45.682983
1145,45.71045
1146,45.742493
1147,45.815735
1148,45.696716
1149,45.724182
1150,45.733337
1151,45.637207
1152,45.618896
1153,45.67383
1154,45.66925
1155,45.618896
1156,45.59143
1157,45.63263
1158,45.682983
1159,45.74707
1160,45.724182
1161,45.63263
1162,45.582275
1163,45.60974
1164,45.66925
1165,45.655518
1166,45.600586
1167,45.568542
1168,45.59601
1169,45.63263
1170,45.67383
1171,45.682983
1172,45.646362
1173,45.59601
1174,45.568542
1175,45.522766
1176,45.5365
1177,45.563965
1178,45.57312
1179,45.509033
1180,45.541077
1181,45.527344
1182,45.522766
1183,45.541077
1184,45.522766
1185,45.527344
1186,45.527344
1187,45.522766
1188,45.522766
1189,45.527344
1190,45.541077
1191,45.563965
1192,45.541077
1193,45.527344
1194,45.504456
1195,45.559387
1196,45.582275
1197,45.582275
1198,45.59601
1199,45.563965
1200,45.568542
1201,45.568542
1202,45.618896
1203,45.586853
1204,45.568542
1205,45.62805
1206,45.641785
1207,45.641785
1208,45.65094
1209,45.655518
1210,45.67383
1211,45.641785
1212,45.637207
1213,45.563965
1214,45.59601
1215,45.63263
1216,45.600586
1217,45.637207
1218,45.78369
1219,45.797424
1220,45.751648
1221,45.67383
1222,45.664673
1223,45.71045
1224,45.71045
1225,45.756226
1226,45.74707
1227,45.71045
1228,45.63263
1229,45.67383
1230,45.67383
1231,45.66925
1232,45.66925
1233,45.66925
1234,45.67383
1235,45.67383
1236,45.69214
1237,45.655518
1238,45.63263
1239,45.61432
1240,45.63263
1241,45.66925
1242,45.69214
1243,45.641785
1244,45.69214
1245,45.623474
1246,45.71045
1247,45.70587
1248,45.59601
1249,45.559387
1250,45.563965
1251,45.563965
1252,45.59601
1253,45.61432
1254,45.61432
1255,45.682983
1256,45.719604
1257,45.696716
1258,45.742493
1259,45.72876
1260,45.600586
1261,45.63263
1262,45.715027
1263,45.67383
1264,45.664673
1265,45.66925
1266,45.67383
1267,45.678406
1268,45.724182
1269,45.62805
1270,45.527344
1271,45.563965
1272,45.59601
1273,45.600586
1274,45.600586
1275,45.563965
1276,45.527344
1277,45.57312
1278,45.490723
1279,45.481567
1280,45.563965
1281,45.522766
1282,45.486145
1283,45.53192
1284,45.527344
1285,45.577698
1286,45.600586
1287,45.481567
1288,45.426636
1289,45.467834
1290,45.509033
1291,45.57312
1292,45.67383
1293,45.57312
1294,45.57312
1295,45.51819
1296,45.545654
1297,45.5365
1298,45.527344
1299,45.55481
1300,45.53192
1301,45.618896
1302,45.618896
1303,45.600586
1304,45.618896
1305,45.59601
1306,45.637207
1307,45.68756
1308,45.802002
1309,45.724182
1310,45.71045
1311,45.715027
1312,45.70587
1313,45.701294
1314,45.68756
1315,45.74707
1316,45.71045
1317,45.682983
1318,45.600586
1319,45.618896
1320,45.67383
1321,45.623474
1322,45.61432
1323,45.61432
1324,45.67383
1325,45.68756
1326,45.71045
1327,45.600586
1328,45.563965
1329,45.577698
1330,45.522766
1331,45.486145
1332,45.527344
1333,45.527344
1334,45.5365
1335,45.541077
1336,45.605164
1337,45.59143
1338,45.563965
1339,45.504456
1340,45.504456
1341,45.467834
1342,45.449524
1343,45.481567
1344,45.527344
1345,45.541077
1346,45.527344
1347,45.431213
1348,45.449524
1349,45.51819
1350,45.600586
1351,45.59601
1352,45.4953
1353,45.664673
1354,45.66925
1355,45.70587
1356,45.72876
1357,45.696716
1358,45.655518
1359,45.63263
1360,45.696716
1361,45.67383
1362,45.655518
1363,45.62805
1364,45.4953
1365,45.53192
1366,45.5365
1367,45.486145
1368,45.449524
1369,45.490723
1370,45.577698
1371,45.637207
1372,45.623474
1373,45.600586
1374,45.59601
1375,45.59601
1376,45.678406
1377,45.59143
1378,45.586853
1379,45.586853
1380,45.577698
1381,45.660095
1382,45.66925
1383,45.618896
1384,45.637207
1385,45.655518
1386,45.660095
1387,45.72876
1388,45.70587
1389,45.577698
1390,45.522766
1391,45.59601
1392,45.70587
1393,45.80658
1394,45.78827
1395,45.774536
1396,45.664673
1397,45.550232
1398,45.568542
1399,45.637207
1400,45.61432
1401,45.70587
1402,45.724182
1403,45.742493
1404,45.66925
1405,45.62805
1406,45.660095
1407,45.792847
1408,45.760803
1409,45.637207
1410,45.577698
1411,45.51819
1412,45.577698
1413,45.618896
1414,45.682983
1415,45.61432
1416,45.586853
1417,45.63263
1418,45.68756
1419,45.66925
1420,45.68756
1421,45.815735
1422,45.838623
1423,45.678406
1424,45.59601
1425,45.600586
1426,45.600586
1427,45.568542
1428,45.527344
1429,45.559387
1430,45.59601
1431,45.600586
1432,45.522766
1433,45.449524
1434,45.527344
1435,45.499878
1436,45.57312
1437,45.550232
1438,45.527344
1439,45.618896
1440,45.701294
1441,45.76538
1442,45.802002
1443,45.696716
1444,45.646362
1445,45.641785
1446,45.600586
1447,45.618896
1448,45.559387
1449,45.499878
1450,45.504456
1451,45.582275
1452,45.618896
1453,45.582275
1454,45.582275
1455,45.541077
1456,45.55481
1457,45.559387
1458,45.563965
1459,45.623474
1460,45.59601
1461,45.563965
1462,45.527344
1463,45.545654
1464,45.623474
1465,45.66925
1466,45.67383
1467,45.637207
1468,45.67383
1469,45.63263
1470,45.63263
1471,45.664673
1472,45.682983
1473,45.724182
1474,45.76996
1475,45.78369
1476,45.71045
1477,45.67383
1478,45.67383
1479,45.774536
1480,45.742493
1481,45.751648
1482,45.856934
1483,45.856934
1484,45.78369
1485,45.829468
1486,45.84778
1487,45.815735
1488,45.78369
1489,45.71045
1490,45.701294
1491,45.67383
1492,45.637207
1493,45.646362
1494,45.67383
1495,45.623474
1496,45.63263
1497,45.71045
1498,45.637207
1499,45.541077
1500,45.527344
1501,45.586853
1502,45.600586
1503,45.582275
1504,45.577698
1505,45.51361
1506,45.577698
1507,45.605164
1508,45.59143
1509,45.67383
1510,45.678406
1511,45.724182
1512,45.760803
1513,45.74707
1514,45.69214
1515,45.63263
1516,45.641785
1517,45.76538
1518,45.78369
1519,45.811157
1520,45.696716
1521,45.71045
1522,45.72876
1523,45.719604
1524,45.65094
1525,45.637207
1526,45.618896
1527,45.53192
1528,45.59143
1529,45.600586
1530,45.559387
1531,45.545654
1532,45.563965
1533,45.53192
1534,45.527344
1535,45.4541
1536,45.463257
1537,45.4953
1538,45.47699
1539,45.481567
1540,45.486145
1541,45.53192
1542,45.53192
1543,45.490723
1544,45.490723
1545,45.490723
1546,45.47699
1547,45.522766
1548,45.577698
1549,45.577698
1550,45.60974
1551,45.61432
1552,45.559387
1553,45.63263
1554,45.637207
1555,45.66925
1556,45.66925
1557,45.655518
1558,45.605164
1559,45.600586
1560,45.67383
1561,45.660095
1562,45.59601
1563,45.664673
1564,45.664673
1565,45.660095
1566,45.751648
1567,45.756226
1568,45.655518
1569,45.522766
1570,45.51361
1571,45.527344
1572,45.577698
1573,45.577698
1574,45.577698
1575,45.701294
1576,45.69214
1577,45.71045
1578,45.618896
1579,45.545654
1580,45.582275
1581,45.600586
1582,45.550232
1583,45.559387
1584,45.559387
1585,45.60974
1586,45.682983
1587,45.70587
1588,45.59601
1589,45.545654
1590,45.5365
1591,45.522766
1592,45.67383
1593,45.68756
1594,45.65094
1595,45.65094
1596,45.618896
1597,45.600586
1598,45.563965
1599,45.559387
1600,45.637207
1601,45.66925
1602,45.69214
1603,45.600586
1604,45.600586
1605,45.637207
1606,45.701294
1607,45.67383
1608,45.737915
1609,45.641785
1610,45.637207
1611,45.67383
1612,45.660095
1613,45.637207
1614,45.335083
1615,45.412903
1616,44.941406
1617,45.34424
1618,45.298462
1619,45.270996
1620,44.808655
1621,44.707947
1622,44.33258
1623,43.69629
1624,43.934326
1625,44.09912
1626,44.0213
1627,44.21814
1628,44.131165
1629,43.719177
1630,43.476562
1631,43.256836
1632,42.890625
1633,42.41913
1634,42.094116
1635,41.00464
1636,40.180664
1637,40.427856
1638,40.583496
1639,44.016724
1640,44.0625
1641,44.33258
1642,44.767456
1643,44.057922
1644,43.76953
1645,42.272644
1646,42.675476
1647,42.76703
1648,41.613464
1649,40.75287
1650,39.66339
1651,38.120728
1652,37.5531
1653,36.678772
1654,39.727478
1655,40.4187
1656,42.45117
1657,44.0625
1658,44.712524
1659,44.68506
1660,44.60266
1661,44.346313
1662,43.42163
1663,43.119507
1664,42.799072
1665,42.478638
1666,42.74872
1667,42.799072
1668,42.176514
1669,41.462402
1670,42.382507
1671,42.08496
1672,41.631775
1673,42.506104
1674,41.997986
1675,43.238525
1676,43.275146
1677,42.49695
1678,41.99341
1679,41.48987
1680,41.169434
1681,39.80072
1682,38.354187
1683,41.631775
1684,43.233948
1685,42.757874
1686,44.108276
1687,44.21814
1688,43.916016
1689,43.682556
1690,42.506104
1691,39.86023
1692,41.58142
1693,42.121582
1694,41.206055
1695,40.30426
1696,40.03418
1697,41.132812
1698,39.544373
1699,38.262634
1700,38.509827
1701,41.09619
1702,41.27472
1703,40.446167
1704,39.66797
1705,39.288025
1706,39.109497
1707,40.679626
1708,41.52191
1709,41.846924
1710,42.1994
1711,42.963867
1712,42.25891
1713,41.975098
1714,41.691284
1715,41.650085
1716,41.553955
1717,42.57019
1718,43.17444
1719,44.735413
1720,44.978027
1721,44.62555
1722,44.744568
1723,44.87274
1724,44.749146
1725,44.60724
1726,44.70337
1727,44.318848
1728,44.204407
1729,44.68506
1730,44.616394
1731,44.497375
1732,44.35547
1733,42.693787
1734,42.70752
1735,43.224792
1736,42.92267
1737,43.09662
1738,42.423706
1739,42.446594
1740,42.9776
1741,42.872314
1742,41.824036
1743,41.306763
1744,40.09369
1745,42.08496
1746,41.572266
1747,41.064148
1748,41.09619
1749,41.95221
1750,41.627197
1751,41.590576
1752,41.361694
1753,41.975098
1754,41.979675
1755,42.680054
1756,43.16986
1757,42.487793
1758,43.508606
1759,43.659668
1760,43.801575
1761,43.842773
1762,44.149475
1763,44.057922
1764,44.245605
1765,44.58893
1766,44.808655
1767,45.083313
1768,44.91394
1769,44.556885
1770,45.431213
1771,45.060425
1772,44.83612
1773,44.31427
1774,44.15863
1775,44.72168
1776,44.442444
1777,44.465332
1778,44.76288
1779,44.712524
1780,44.689636
1781,44.87274
1782,44.813232
1783,44.48822
1784,44.552307
1785,44.62555
1786,44.579773
1787,44.538574
1788,44.60724
1789,44.424133
1790,44.62555
1791,44.323425
1792,44.067078
1793,44.318848
1794,43.73291
1795,44.263916
1796,44.424133
1797,44.442444
1798,43.86566
1799,43.60016
1800,43.87024
1801,43.220215
1802,42.483215
1803,42.886047
1804,43.046265
1805,42.487793
1806,42.41455
1807,44.35547
1808,43.76953
1809,42.643433
1810,43.07831
1811,43.13324
1812,44.424133
1813,43.467407
1814,43.224792
1815,41.883545
1816,40.725403
1817,42.052917
1818,43.76953
1819,44.58435
1820,45.01007
1821,45.678406
1822,45.838623
1823,45.8844
1824,45.829468
1825,45.834045
1826,43.42163
1827,45.563965
1828,45.802002
1829,45.78827
1830,-7.502289
1831,-7.4954224
1832,-7.5
1833,-7.502289
1834,-7.5205994
1835,-7.5
1836,-7.5068665
1837,-7.53891
1838,-7.511444
1839,-7.502289
1840,-7.502289
1841,-7.5
1842,-7.502289
1843,-7.5
1844,-7.502289
1845,-7.502289
1846,-7.502289
1847,-7.5
1848,-7.5
1849,-7.53891
1850,-7.502289
1851,-7.5
1852,-7.5205994
1853,-7.5
1854,-7.5
1855,-7.5
1856,-7.5
1857,-7.5663757
1858,45.66925
1859,45.63263
1860,45.70587
1861,45.779114
1862,45.742493
1863,45.742493
1864,45.74707
1865,45.68756
1866,45.68756
1867,45.71045
1868,45.742493
